mode,width,seed,first,second,joint_evaluations
equal-pair-events,2,77a19d3c4e280b51,2,5,23
equal-pair-events,2,77a19d3c4e280b51,2,6,23
equal-pair-events,2,77a19d3c4e280b51,2,7,24
equal-pair-events,2,77a19d3c4e280b51,2,8,46
equal-pair-events,2,77a19d3c4e280b51,2,9,23
equal-pair-events,2,77a19d3c4e280b51,2,10,24
equal-pair-events,2,77a19d3c4e280b51,2,11,23
equal-pair-events,2,77a19d3c4e280b51,2,12,23
equal-pair-events,2,77a19d3c4e280b51,2,13,47
equal-pair-events,2,77a19d3c4e280b51,2,14,23
equal-pair-events,2,77a19d3c4e280b51,2,15,46
equal-pair-events,2,77a19d3c4e280b51,2,16,46
equal-pair-events,2,77a19d3c4e280b51,3,4,24
equal-pair-events,2,77a19d3c4e280b51,3,5,23
equal-pair-events,2,77a19d3c4e280b51,3,6,47
equal-pair-events,2,77a19d3c4e280b51,3,7,23
equal-pair-events,2,77a19d3c4e280b51,3,8,23
equal-pair-events,2,77a19d3c4e280b51,3,9,24
equal-pair-events,2,77a19d3c4e280b51,3,10,23
equal-pair-events,2,77a19d3c4e280b51,3,11,23
equal-pair-events,2,77a19d3c4e280b51,3,12,47
equal-pair-events,2,77a19d3c4e280b51,3,13,46
equal-pair-events,2,77a19d3c4e280b51,3,14,24
equal-pair-events,2,77a19d3c4e280b51,3,15,47
equal-pair-events,2,77a19d3c4e280b51,3,16,23
equal-pair-events,2,77a19d3c4e280b51,4,5,23
equal-pair-events,2,77a19d3c4e280b51,4,6,24
equal-pair-events,2,77a19d3c4e280b51,4,7,23
equal-pair-events,2,77a19d3c4e280b51,4,8,23
equal-pair-events,2,77a19d3c4e280b51,4,9,24
equal-pair-events,2,77a19d3c4e280b51,4,10,46
equal-pair-events,2,77a19d3c4e280b51,4,11,24
equal-pair-events,2,77a19d3c4e280b51,4,12,23
equal-pair-events,2,77a19d3c4e280b51,4,13,23
equal-pair-events,2,77a19d3c4e280b51,4,14,23
equal-pair-events,2,77a19d3c4e280b51,4,15,23
equal-pair-events,2,77a19d3c4e280b51,4,16,23
equal-pair-events,2,77a19d3c4e280b51,5,6,47
equal-pair-events,2,77a19d3c4e280b51,5,7,47
equal-pair-events,2,77a19d3c4e280b51,5,8,47
equal-pair-events,2,77a19d3c4e280b51,5,9,24
equal-pair-events,2,77a19d3c4e280b51,5,10,23
equal-pair-events,2,77a19d3c4e280b51,5,11,46
equal-pair-events,2,77a19d3c4e280b51,5,12,23
equal-pair-events,2,77a19d3c4e280b51,5,13,23
equal-pair-events,2,77a19d3c4e280b51,5,14,46
equal-pair-events,2,77a19d3c4e280b51,5,15,23
equal-pair-events,2,77a19d3c4e280b51,5,16,47
equal-pair-events,2,77a19d3c4e280b51,6,7,23
equal-pair-events,2,77a19d3c4e280b51,6,8,23
equal-pair-events,2,77a19d3c4e280b51,6,9,46
equal-pair-events,2,77a19d3c4e280b51,6,10,23
equal-pair-events,2,77a19d3c4e280b51,6,11,23
equal-pair-events,2,77a19d3c4e280b51,6,12,46
equal-pair-events,2,77a19d3c4e280b51,6,13,23
equal-pair-events,2,77a19d3c4e280b51,6,14,23
equal-pair-events,2,77a19d3c4e280b51,6,15,23
equal-pair-events,2,77a19d3c4e280b51,6,16,24
equal-pair-events,2,77a19d3c4e280b51,7,8,69
equal-pair-events,2,77a19d3c4e280b51,7,9,46
equal-pair-events,2,77a19d3c4e280b51,7,10,47
equal-pair-events,2,77a19d3c4e280b51,7,11,47
equal-pair-events,2,77a19d3c4e280b51,7,12,23
equal-pair-events,2,77a19d3c4e280b51,7,13,23
equal-pair-events,2,77a19d3c4e280b51,7,14,24
equal-pair-events,2,77a19d3c4e280b51,7,15,23
equal-pair-events,2,77a19d3c4e280b51,7,16,23
equal-pair-events,2,77a19d3c4e280b51,8,9,24
equal-pair-events,2,77a19d3c4e280b51,8,10,46
equal-pair-events,2,77a19d3c4e280b51,8,11,24
equal-pair-events,2,77a19d3c4e280b51,8,12,24
equal-pair-events,2,77a19d3c4e280b51,8,13,23
equal-pair-events,2,77a19d3c4e280b51,8,14,24
equal-pair-events,2,77a19d3c4e280b51,8,15,46
equal-pair-events,2,77a19d3c4e280b51,8,16,24
equal-pair-events,2,77a19d3c4e280b51,9,10,24
equal-pair-events,2,77a19d3c4e280b51,9,11,23
equal-pair-events,2,77a19d3c4e280b51,9,12,23
equal-pair-events,2,77a19d3c4e280b51,9,13,23
equal-pair-events,2,77a19d3c4e280b51,9,14,46
equal-pair-events,2,77a19d3c4e280b51,9,15,46
equal-pair-events,2,77a19d3c4e280b51,9,16,23
equal-pair-events,2,77a19d3c4e280b51,10,11,23
equal-pair-events,2,77a19d3c4e280b51,10,12,46
equal-pair-events,2,77a19d3c4e280b51,10,13,23
equal-pair-events,2,77a19d3c4e280b51,10,14,24
equal-pair-events,2,77a19d3c4e280b51,10,15,23
equal-pair-events,2,77a19d3c4e280b51,10,16,23
equal-pair-events,2,77a19d3c4e280b51,11,12,46
equal-pair-events,2,77a19d3c4e280b51,11,13,24
equal-pair-events,2,77a19d3c4e280b51,11,14,23
equal-pair-events,2,77a19d3c4e280b51,11,15,24
equal-pair-events,2,77a19d3c4e280b51,11,16,23
equal-pair-events,2,77a19d3c4e280b51,12,13,23
equal-pair-events,2,77a19d3c4e280b51,12,14,23
equal-pair-events,2,77a19d3c4e280b51,12,15,47
equal-pair-events,2,77a19d3c4e280b51,12,16,24
equal-pair-events,2,77a19d3c4e280b51,13,14,47
equal-pair-events,2,77a19d3c4e280b51,13,15,24
equal-pair-events,2,77a19d3c4e280b51,13,16,46
equal-pair-events,2,77a19d3c4e280b51,14,15,23
equal-pair-events,2,77a19d3c4e280b51,14,16,46
equal-pair-events,2,77a19d3c4e280b51,15,16,47
equal-pair-events,2,1111222233334444,0,1,23
equal-pair-events,2,1111222233334444,0,2,23
equal-pair-events,2,1111222233334444,0,3,23
equal-pair-events,2,1111222233334444,0,4,24
equal-pair-events,2,1111222233334444,0,5,23
equal-pair-events,2,1111222233334444,0,6,23
equal-pair-events,2,1111222233334444,0,7,23
equal-pair-events,2,1111222233334444,0,8,69
equal-pair-events,2,1111222233334444,0,9,24
equal-pair-events,2,1111222233334444,0,10,24
equal-pair-events,2,1111222233334444,0,11,23
equal-pair-events,2,1111222233334444,0,12,23
equal-pair-events,2,1111222233334444,0,13,47
equal-pair-events,2,1111222233334444,0,14,23
equal-pair-events,2,1111222233334444,0,15,23
equal-pair-events,2,1111222233334444,0,16,23
equal-pair-events,2,1111222233334444,1,2,23
equal-pair-events,2,1111222233334444,1,3,23
equal-pair-events,2,1111222233334444,1,4,24
equal-pair-events,2,1111222233334444,1,5,23
equal-pair-events,2,1111222233334444,1,6,23
equal-pair-events,2,1111222233334444,1,7,46
equal-pair-events,2,1111222233334444,1,8,47
equal-pair-events,2,1111222233334444,1,9,24
equal-pair-events,2,1111222233334444,1,10,23
equal-pair-events,2,1111222233334444,1,11,46
equal-pair-events,2,1111222233334444,1,12,24
equal-pair-events,2,1111222233334444,1,13,24
equal-pair-events,2,1111222233334444,1,14,23
equal-pair-events,2,1111222233334444,1,15,46
equal-pair-events,2,1111222233334444,1,16,47
equal-pair-events,2,1111222233334444,2,3,47
equal-pair-events,2,1111222233334444,2,4,23
equal-pair-events,2,1111222233334444,2,5,24
equal-pair-events,2,1111222233334444,2,6,46
equal-pair-events,2,1111222233334444,2,7,70
equal-pair-events,2,1111222233334444,2,8,24
equal-pair-events,2,1111222233334444,2,9,23
equal-pair-events,2,1111222233334444,2,10,23
equal-pair-events,2,1111222233334444,2,11,24
equal-pair-events,2,1111222233334444,2,12,23
equal-pair-events,2,1111222233334444,2,13,24
equal-pair-events,2,1111222233334444,2,14,23
equal-pair-events,2,1111222233334444,2,15,46
equal-pair-events,2,1111222233334444,2,16,23
equal-pair-events,2,1111222233334444,3,4,23
equal-pair-events,2,1111222233334444,3,5,23
equal-pair-events,2,1111222233334444,3,6,23
equal-pair-events,2,1111222233334444,3,7,24
equal-pair-events,2,1111222233334444,3,8,23
equal-pair-events,2,1111222233334444,3,9,23
equal-pair-events,2,1111222233334444,3,10,23
equal-pair-events,2,1111222233334444,3,11,47
equal-pair-events,2,1111222233334444,3,12,47
equal-pair-events,2,1111222233334444,3,13,23
equal-pair-events,2,1111222233334444,3,14,46
equal-pair-events,2,1111222233334444,3,15,24
equal-pair-events,2,1111222233334444,3,16,46
equal-pair-events,2,1111222233334444,4,5,46
equal-pair-events,2,1111222233334444,4,6,46
equal-pair-events,2,1111222233334444,4,7,23
equal-pair-events,2,1111222233334444,4,8,24
equal-pair-events,2,1111222233334444,4,9,24
equal-pair-events,2,1111222233334444,4,10,46
equal-pair-events,2,1111222233334444,4,11,23
equal-pair-events,2,1111222233334444,4,12,46
equal-pair-events,2,1111222233334444,4,13,23
equal-pair-events,2,1111222233334444,4,14,24
equal-pair-events,2,1111222233334444,4,15,47
equal-pair-events,2,1111222233334444,4,16,23
equal-pair-events,2,1111222233334444,5,6,24
equal-pair-events,2,1111222233334444,5,7,24
equal-pair-events,2,1111222233334444,5,8,23
equal-pair-events,2,1111222233334444,5,9,46
equal-pair-events,2,1111222233334444,5,10,24
equal-pair-events,2,1111222233334444,5,11,24
equal-pair-events,2,1111222233334444,5,12,23
equal-pair-events,2,1111222233334444,5,13,24
equal-pair-events,2,1111222233334444,5,14,23
equal-pair-events,2,1111222233334444,5,15,23
equal-pair-events,2,1111222233334444,5,16,23
equal-pair-events,2,1111222233334444,6,7,23
equal-pair-events,2,1111222233334444,6,8,23
equal-pair-events,2,1111222233334444,6,9,23
equal-pair-events,2,1111222233334444,6,10,23
equal-pair-events,2,1111222233334444,6,11,47
equal-pair-events,2,1111222233334444,6,12,23
equal-pair-events,2,1111222233334444,6,13,24
equal-pair-events,2,1111222233334444,6,14,24
equal-pair-events,2,1111222233334444,6,15,24
equal-pair-events,2,1111222233334444,6,16,70
equal-pair-events,2,1111222233334444,7,8,24
equal-pair-events,2,1111222233334444,7,9,23
equal-pair-events,2,1111222233334444,7,10,23
equal-pair-events,2,1111222233334444,7,11,23
equal-pair-events,2,1111222233334444,7,12,46
equal-pair-events,2,1111222233334444,7,13,24
equal-pair-events,2,1111222233334444,7,14,23
equal-pair-events,2,1111222233334444,7,15,23
equal-pair-events,2,1111222233334444,7,16,23
equal-pair-events,2,1111222233334444,8,9,46
equal-pair-events,2,1111222233334444,8,10,23
equal-pair-events,2,1111222233334444,8,11,24
equal-pair-events,2,1111222233334444,8,12,24
equal-pair-events,2,1111222233334444,8,13,23
equal-pair-events,2,1111222233334444,8,14,69
equal-pair-events,2,1111222233334444,8,15,23
equal-pair-events,2,1111222233334444,8,16,23
equal-pair-events,2,1111222233334444,9,10,46
equal-pair-events,2,1111222233334444,9,11,46
equal-pair-events,2,1111222233334444,9,12,23
equal-pair-events,2,1111222233334444,9,13,23
equal-pair-events,2,1111222233334444,9,14,24
equal-pair-events,2,1111222233334444,9,15,23
equal-pair-events,2,1111222233334444,9,16,24
equal-pair-events,2,1111222233334444,10,11,24
equal-pair-events,2,1111222233334444,10,12,24
equal-pair-events,2,1111222233334444,10,13,69
equal-pair-events,2,1111222233334444,10,14,47
equal-pair-events,2,1111222233334444,10,15,23
equal-pair-events,2,1111222233334444,10,16,24
equal-pair-events,2,1111222233334444,11,12,23
equal-pair-events,2,1111222233334444,11,13,23
equal-pair-events,2,1111222233334444,11,14,23
equal-pair-events,2,1111222233334444,11,15,23
equal-pair-events,2,1111222233334444,11,16,46
equal-pair-events,2,1111222233334444,12,13,23
equal-pair-events,2,1111222233334444,12,14,24
equal-pair-events,2,1111222233334444,12,15,70
equal-pair-events,2,1111222233334444,12,16,23
equal-pair-events,2,1111222233334444,13,14,46
equal-pair-events,2,1111222233334444,13,15,23
equal-pair-events,2,1111222233334444,13,16,46
equal-pair-events,2,1111222233334444,14,15,23
equal-pair-events,2,1111222233334444,14,16,24
equal-pair-events,2,1111222233334444,15,16,24
equal-pair-events,3,2b7e151628aed2a6,0,1,54
equal-pair-events,3,2b7e151628aed2a6,0,2,37
equal-pair-events,3,2b7e151628aed2a6,0,3,55
equal-pair-events,3,2b7e151628aed2a6,0,4,55
equal-pair-events,3,2b7e151628aed2a6,0,5,18
equal-pair-events,3,2b7e151628aed2a6,0,6,19
equal-pair-events,3,2b7e151628aed2a6,0,7,18
equal-pair-events,3,2b7e151628aed2a6,0,8,19
equal-pair-events,3,2b7e151628aed2a6,0,9,36
equal-pair-events,3,2b7e151628aed2a6,0,10,18
equal-pair-events,3,2b7e151628aed2a6,0,11,18
equal-pair-events,3,2b7e151628aed2a6,0,12,18
equal-pair-events,3,2b7e151628aed2a6,0,13,18
equal-pair-events,3,2b7e151628aed2a6,0,14,55
equal-pair-events,3,2b7e151628aed2a6,0,15,19
equal-pair-events,3,2b7e151628aed2a6,0,16,18
equal-pair-events,3,2b7e151628aed2a6,1,2,36
equal-pair-events,3,2b7e151628aed2a6,1,3,37
equal-pair-events,3,2b7e151628aed2a6,1,4,19
equal-pair-events,3,2b7e151628aed2a6,1,5,18
equal-pair-events,3,2b7e151628aed2a6,1,6,55
equal-pair-events,3,2b7e151628aed2a6,1,7,18
equal-pair-events,3,2b7e151628aed2a6,1,8,18
equal-pair-events,3,2b7e151628aed2a6,1,9,18
equal-pair-events,3,2b7e151628aed2a6,1,10,36
equal-pair-events,3,2b7e151628aed2a6,1,11,36
equal-pair-events,3,2b7e151628aed2a6,1,12,19
equal-pair-events,3,2b7e151628aed2a6,1,13,19
equal-pair-events,3,2b7e151628aed2a6,1,14,37
equal-pair-events,3,2b7e151628aed2a6,1,15,18
equal-pair-events,3,2b7e151628aed2a6,1,16,37
equal-pair-events,3,2b7e151628aed2a6,2,3,18
equal-pair-events,3,2b7e151628aed2a6,2,4,18
equal-pair-events,3,2b7e151628aed2a6,2,5,19
equal-pair-events,3,2b7e151628aed2a6,2,6,18
equal-pair-events,3,2b7e151628aed2a6,2,7,19
equal-pair-events,3,2b7e151628aed2a6,2,8,36
equal-pair-events,3,2b7e151628aed2a6,2,9,19
equal-pair-events,3,2b7e151628aed2a6,2,10,37
equal-pair-events,3,2b7e151628aed2a6,2,11,54
equal-pair-events,3,2b7e151628aed2a6,2,12,55
equal-pair-events,3,2b7e151628aed2a6,2,13,54
equal-pair-events,3,2b7e151628aed2a6,2,14,19
equal-pair-events,3,2b7e151628aed2a6,2,15,36
equal-pair-events,3,2b7e151628aed2a6,2,16,19
equal-pair-events,3,2b7e151628aed2a6,3,4,19
equal-pair-events,3,2b7e151628aed2a6,3,5,18
equal-pair-events,3,2b7e151628aed2a6,3,6,37
equal-pair-events,3,2b7e151628aed2a6,3,7,18
equal-pair-events,3,2b7e151628aed2a6,3,8,73
equal-pair-events,3,2b7e151628aed2a6,3,9,36
equal-pair-events,3,2b7e151628aed2a6,3,10,19
equal-pair-events,3,2b7e151628aed2a6,3,11,37
equal-pair-events,3,2b7e151628aed2a6,3,12,18
equal-pair-events,3,2b7e151628aed2a6,3,13,37
equal-pair-events,3,2b7e151628aed2a6,3,14,18
equal-pair-events,3,2b7e151628aed2a6,3,15,36
equal-pair-events,3,2b7e151628aed2a6,3,16,36
equal-pair-events,3,2b7e151628aed2a6,4,5,36
equal-pair-events,3,2b7e151628aed2a6,4,6,37
equal-pair-events,3,2b7e151628aed2a6,4,7,37
equal-pair-events,3,2b7e151628aed2a6,4,8,18
equal-pair-events,3,2b7e151628aed2a6,4,9,37
equal-pair-events,3,2b7e151628aed2a6,4,10,54
equal-pair-events,3,2b7e151628aed2a6,4,11,18
equal-pair-events,3,2b7e151628aed2a6,4,12,18
equal-pair-events,3,2b7e151628aed2a6,4,13,36
equal-pair-events,3,2b7e151628aed2a6,4,14,36
equal-pair-events,3,2b7e151628aed2a6,4,15,19
equal-pair-events,3,2b7e151628aed2a6,4,16,19
equal-pair-events,3,2b7e151628aed2a6,5,6,36
equal-pair-events,3,2b7e151628aed2a6,5,7,37
equal-pair-events,3,2b7e151628aed2a6,5,8,37
equal-pair-events,3,2b7e151628aed2a6,5,9,55
equal-pair-events,3,2b7e151628aed2a6,5,10,19
equal-pair-events,3,2b7e151628aed2a6,5,11,19
equal-pair-events,3,2b7e151628aed2a6,5,12,36
equal-pair-events,3,2b7e151628aed2a6,5,13,36
equal-pair-events,3,2b7e151628aed2a6,5,14,18
equal-pair-events,3,2b7e151628aed2a6,5,15,55
equal-pair-events,3,2b7e151628aed2a6,5,16,19
equal-pair-events,3,2b7e151628aed2a6,6,7,18
equal-pair-events,3,2b7e151628aed2a6,6,8,19
equal-pair-events,3,2b7e151628aed2a6,6,9,37
equal-pair-events,3,2b7e151628aed2a6,6,10,36
equal-pair-events,3,2b7e151628aed2a6,6,11,18
equal-pair-events,3,2b7e151628aed2a6,6,12,18
equal-pair-events,3,2b7e151628aed2a6,6,13,18
equal-pair-events,3,2b7e151628aed2a6,6,14,18
equal-pair-events,3,2b7e151628aed2a6,6,15,18
equal-pair-events,3,2b7e151628aed2a6,6,16,18
equal-pair-events,3,2b7e151628aed2a6,7,8,36
equal-pair-events,3,2b7e151628aed2a6,7,9,18
equal-pair-events,3,2b7e151628aed2a6,7,10,19
equal-pair-events,3,2b7e151628aed2a6,7,11,54
equal-pair-events,3,2b7e151628aed2a6,7,12,36
equal-pair-events,3,2b7e151628aed2a6,7,13,37
equal-pair-events,3,2b7e151628aed2a6,7,14,19
equal-pair-events,3,2b7e151628aed2a6,7,15,56
equal-pair-events,3,2b7e151628aed2a6,7,16,36
equal-pair-events,3,2b7e151628aed2a6,8,9,36
equal-pair-events,3,2b7e151628aed2a6,8,10,19
equal-pair-events,3,2b7e151628aed2a6,8,11,18
equal-pair-events,3,2b7e151628aed2a6,8,12,37
equal-pair-events,3,2b7e151628aed2a6,8,13,19
equal-pair-events,3,2b7e151628aed2a6,8,14,36
equal-pair-events,3,2b7e151628aed2a6,8,15,37
equal-pair-events,3,2b7e151628aed2a6,8,16,54
equal-pair-events,3,2b7e151628aed2a6,9,10,73
equal-pair-events,3,2b7e151628aed2a6,9,11,19
equal-pair-events,3,2b7e151628aed2a6,9,12,18
equal-pair-events,3,2b7e151628aed2a6,9,13,18
equal-pair-events,3,2b7e151628aed2a6,9,14,37
equal-pair-events,3,2b7e151628aed2a6,9,15,37
equal-pair-events,3,2b7e151628aed2a6,9,16,18
equal-pair-events,3,2b7e151628aed2a6,10,11,37
equal-pair-events,3,2b7e151628aed2a6,10,12,18
equal-pair-events,3,2b7e151628aed2a6,10,13,37
equal-pair-events,3,2b7e151628aed2a6,10,14,36
equal-pair-events,3,2b7e151628aed2a6,10,15,18
equal-pair-events,3,2b7e151628aed2a6,10,16,36
equal-pair-events,3,2b7e151628aed2a6,11,12,19
equal-pair-events,3,2b7e151628aed2a6,11,13,18
equal-pair-events,3,2b7e151628aed2a6,11,14,19
equal-pair-events,3,2b7e151628aed2a6,11,15,36
equal-pair-events,3,2b7e151628aed2a6,11,16,37
equal-pair-events,3,2b7e151628aed2a6,12,13,37
equal-pair-events,3,2b7e151628aed2a6,12,14,37
equal-pair-events,3,2b7e151628aed2a6,12,15,36
equal-pair-events,3,2b7e151628aed2a6,12,16,19
equal-pair-events,3,2b7e151628aed2a6,13,14,36
equal-pair-events,3,2b7e151628aed2a6,13,15,36
equal-pair-events,3,2b7e151628aed2a6,13,16,37
equal-pair-events,3,2b7e151628aed2a6,14,15,19
equal-pair-events,3,2b7e151628aed2a6,14,16,36
equal-pair-events,3,2b7e151628aed2a6,15,16,36
equal-pair-events,3,77a19d3c4e280b51,0,1,18
equal-pair-events,3,77a19d3c4e280b51,0,2,19
equal-pair-events,3,77a19d3c4e280b51,0,3,54
equal-pair-events,3,77a19d3c4e280b51,0,4,19
equal-pair-events,3,77a19d3c4e280b51,0,5,37
equal-pair-events,3,77a19d3c4e280b51,0,6,36
equal-pair-events,3,77a19d3c4e280b51,0,7,37
equal-pair-events,3,77a19d3c4e280b51,0,8,18
equal-pair-events,3,77a19d3c4e280b51,0,9,36
equal-pair-events,3,77a19d3c4e280b51,0,10,18
equal-pair-events,3,77a19d3c4e280b51,0,11,18
equal-pair-events,3,77a19d3c4e280b51,0,12,19
equal-pair-events,3,77a19d3c4e280b51,0,13,37
equal-pair-events,3,77a19d3c4e280b51,0,14,18
equal-pair-events,3,77a19d3c4e280b51,0,15,37
equal-pair-events,3,77a19d3c4e280b51,0,16,55
equal-pair-events,3,77a19d3c4e280b51,1,2,36
equal-pair-events,3,77a19d3c4e280b51,1,3,36
equal-pair-events,3,77a19d3c4e280b51,1,4,36
equal-pair-events,3,77a19d3c4e280b51,1,5,19
equal-pair-events,3,77a19d3c4e280b51,1,6,54
equal-pair-events,3,77a19d3c4e280b51,1,7,18
equal-pair-events,3,77a19d3c4e280b51,1,8,19
equal-pair-events,3,77a19d3c4e280b51,1,9,37
equal-pair-events,3,77a19d3c4e280b51,1,10,18
equal-pair-events,3,77a19d3c4e280b51,1,11,18
equal-pair-events,3,77a19d3c4e280b51,1,12,36
equal-pair-events,3,77a19d3c4e280b51,1,13,37
equal-pair-events,3,77a19d3c4e280b51,1,14,19
equal-pair-events,3,77a19d3c4e280b51,1,15,55
equal-pair-events,3,77a19d3c4e280b51,1,16,19
equal-pair-events,3,77a19d3c4e280b51,2,3,37
equal-pair-events,3,77a19d3c4e280b51,2,4,18
equal-pair-events,3,77a19d3c4e280b51,2,5,19
equal-pair-events,3,77a19d3c4e280b51,2,6,19
equal-pair-events,3,77a19d3c4e280b51,2,7,55
equal-pair-events,3,77a19d3c4e280b51,2,8,18
equal-pair-events,3,77a19d3c4e280b51,2,9,18
equal-pair-events,3,77a19d3c4e280b51,2,10,73
equal-pair-events,3,77a19d3c4e280b51,2,11,18
equal-pair-events,3,77a19d3c4e280b51,2,12,37
equal-pair-events,3,77a19d3c4e280b51,2,13,36
equal-pair-events,3,77a19d3c4e280b51,2,14,18
equal-pair-events,3,77a19d3c4e280b51,2,15,18
equal-pair-events,3,77a19d3c4e280b51,2,16,37
equal-pair-events,3,77a19d3c4e280b51,3,4,73
equal-pair-events,3,77a19d3c4e280b51,3,5,18
equal-pair-events,3,77a19d3c4e280b51,3,6,55
equal-pair-events,3,77a19d3c4e280b51,3,7,19
equal-pair-events,3,77a19d3c4e280b51,3,8,18
equal-pair-events,3,77a19d3c4e280b51,3,9,18
equal-pair-events,3,77a19d3c4e280b51,3,10,18
equal-pair-events,3,77a19d3c4e280b51,3,11,37
equal-pair-events,3,77a19d3c4e280b51,3,12,36
equal-pair-events,3,77a19d3c4e280b51,3,13,19
equal-pair-events,3,77a19d3c4e280b51,3,14,19
equal-pair-events,3,77a19d3c4e280b51,3,15,36
equal-pair-events,3,77a19d3c4e280b51,3,16,19
equal-pair-events,3,77a19d3c4e280b51,4,5,54
equal-pair-events,3,77a19d3c4e280b51,4,6,37
equal-pair-events,3,77a19d3c4e280b51,4,7,37
equal-pair-events,3,77a19d3c4e280b51,4,8,19
equal-pair-events,3,77a19d3c4e280b51,4,9,18
equal-pair-events,3,77a19d3c4e280b51,4,10,19
equal-pair-events,3,77a19d3c4e280b51,4,11,18
equal-pair-events,3,77a19d3c4e280b51,4,12,36
equal-pair-events,3,77a19d3c4e280b51,4,13,19
equal-pair-events,3,77a19d3c4e280b51,4,14,18
equal-pair-events,3,77a19d3c4e280b51,4,15,18
equal-pair-events,3,77a19d3c4e280b51,4,16,18
equal-pair-events,3,77a19d3c4e280b51,5,6,19
equal-pair-events,3,77a19d3c4e280b51,5,7,54
equal-pair-events,3,77a19d3c4e280b51,5,8,19
equal-pair-events,3,77a19d3c4e280b51,5,9,18
equal-pair-events,3,77a19d3c4e280b51,5,10,36
equal-pair-events,3,77a19d3c4e280b51,5,11,36
equal-pair-events,3,77a19d3c4e280b51,5,12,19
equal-pair-events,3,77a19d3c4e280b51,5,13,18
equal-pair-events,3,77a19d3c4e280b51,5,14,37
equal-pair-events,3,77a19d3c4e280b51,5,15,37
equal-pair-events,3,77a19d3c4e280b51,5,16,18
equal-pair-events,3,77a19d3c4e280b51,6,7,18
equal-pair-events,3,77a19d3c4e280b51,6,8,19
equal-pair-events,3,77a19d3c4e280b51,6,9,36
equal-pair-events,3,77a19d3c4e280b51,6,10,37
equal-pair-events,3,77a19d3c4e280b51,6,11,36
equal-pair-events,3,77a19d3c4e280b51,6,12,36
equal-pair-events,3,77a19d3c4e280b51,6,13,37
equal-pair-events,3,77a19d3c4e280b51,6,14,18
equal-pair-events,3,77a19d3c4e280b51,6,15,18
equal-pair-events,3,77a19d3c4e280b51,6,16,19
equal-pair-events,3,77a19d3c4e280b51,7,8,37
equal-pair-events,3,77a19d3c4e280b51,7,9,19
equal-pair-events,3,77a19d3c4e280b51,7,10,18
equal-pair-events,3,77a19d3c4e280b51,7,11,38
equal-pair-events,3,77a19d3c4e280b51,7,12,18
equal-pair-events,3,77a19d3c4e280b51,7,13,36
equal-pair-events,3,77a19d3c4e280b51,7,14,18
equal-pair-events,3,77a19d3c4e280b51,7,15,36
equal-pair-events,3,77a19d3c4e280b51,7,16,36
equal-pair-events,3,77a19d3c4e280b51,8,9,36
equal-pair-events,3,77a19d3c4e280b51,8,10,18
equal-pair-events,3,77a19d3c4e280b51,8,11,36
equal-pair-events,3,77a19d3c4e280b51,8,12,73
equal-pair-events,3,77a19d3c4e280b51,8,13,54
equal-pair-events,3,77a19d3c4e280b51,8,14,36
equal-pair-events,3,77a19d3c4e280b51,8,15,37
equal-pair-events,3,77a19d3c4e280b51,8,16,37
equal-pair-events,3,77a19d3c4e280b51,9,10,37
equal-pair-events,3,77a19d3c4e280b51,9,11,37
equal-pair-events,3,77a19d3c4e280b51,9,12,18
equal-pair-events,3,77a19d3c4e280b51,9,13,18
equal-pair-events,3,77a19d3c4e280b51,9,14,37
equal-pair-events,3,77a19d3c4e280b51,9,15,37
equal-pair-events,3,77a19d3c4e280b51,9,16,36
equal-pair-events,3,77a19d3c4e280b51,10,11,18
equal-pair-events,3,77a19d3c4e280b51,10,12,19
equal-pair-events,3,77a19d3c4e280b51,10,13,37
equal-pair-events,3,77a19d3c4e280b51,10,14,55
equal-pair-events,3,77a19d3c4e280b51,10,15,18
equal-pair-events,3,77a19d3c4e280b51,10,16,54
equal-pair-events,3,77a19d3c4e280b51,11,12,73
equal-pair-events,3,77a19d3c4e280b51,11,13,18
equal-pair-events,3,77a19d3c4e280b51,11,14,19
equal-pair-events,3,77a19d3c4e280b51,11,15,19
equal-pair-events,3,77a19d3c4e280b51,11,16,36
equal-pair-events,3,77a19d3c4e280b51,12,13,18
equal-pair-events,3,77a19d3c4e280b51,12,14,37
equal-pair-events,3,77a19d3c4e280b51,12,15,18
equal-pair-events,3,77a19d3c4e280b51,12,16,19
equal-pair-events,3,77a19d3c4e280b51,13,14,55
equal-pair-events,3,77a19d3c4e280b51,13,15,18
equal-pair-events,3,77a19d3c4e280b51,13,16,55
equal-pair-events,3,77a19d3c4e280b51,14,15,36
equal-pair-events,3,77a19d3c4e280b51,14,16,18
equal-pair-events,3,77a19d3c4e280b51,15,16,18
equal-pair-events,3,1111222233334444,0,1,20
equal-pair-events,3,1111222233334444,0,2,39
equal-pair-events,3,1111222233334444,0,3,20
equal-pair-events,3,1111222233334444,0,4,20
equal-pair-events,3,1111222233334444,0,5,20
equal-pair-events,3,1111222233334444,0,6,40
equal-pair-events,3,1111222233334444,0,7,39
equal-pair-events,3,1111222233334444,0,8,20
equal-pair-events,3,1111222233334444,0,9,40
equal-pair-events,3,1111222233334444,0,10,20
equal-pair-events,3,1111222233334444,0,11,39
equal-pair-events,3,1111222233334444,0,12,20
equal-pair-events,3,1111222233334444,0,13,20
equal-pair-events,3,1111222233334444,0,14,40
equal-pair-events,3,1111222233334444,0,15,38
