comparison_id,seed,control_slot,snapshot_commit,pair_left,pair_right,g3_program_left,g3_program_right,g3_delta_left,g3_delta_right,control_program_left,control_program_right,control_delta_left,control_delta_right,g3_utility,control_utility,utility_match_gap,initial_loss_gap,delta_under_PG_h64,delta_under_PC_h64,source_interaction_h64,j_sum_PG_observed,j_sum_PC_observed,parameter_distance_initial,parameter_distance_PG_h64,parameter_distance_PC_h64,PG_generated_commits,PC_generated_commits,PG_replayed_commits,PC_replayed_commits,PG_complete,PC_complete,PG_invalid_source_step,PC_invalid_source_step,PG_invalid_replay_step,PC_invalid_replay_step,PG_telescoping_residual,PC_telescoping_residual
218,77a19d3c4e280b51,1,3600,46,18,46,18,-0.01000000,0.01000000,46,18,-0.02000000,0.01000000,-2.707764506340e-4,-2.687871456146e-4,1.989305019379e-6,1.989305019379e-6,-3.002583980560e-6,4.947185516357e-6,-7.949769496918e-6,-4.991888999939e-6,2.957880496979e-6,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
219,77a19d3c4e280b51,0,3650,16,25,16,25,-0.02000000,0.00000000,16,25,-0.02000000,-0.00500000,4.816129803658e-4,4.816129803658e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,4.999999888241e-3,4.999999888241e-3,4.999999888241e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
220,77a19d3c4e280b51,1,3650,16,25,16,25,-0.02000000,0.00000000,16,25,-0.02000000,-0.02000000,4.816129803658e-4,4.816129803658e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999955297e-2,1.999999955297e-2,1.999999955297e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
221,77a19d3c4e280b51,0,3700,23,118,23,118,-0.02000000,0.00000000,23,118,-0.02000000,0.00500000,8.199214935303e-4,7.855296134949e-4,3.439188003540e-5,-3.439188003540e-5,-6.145238876343e-5,,,-2.706050872803e-5,-1.437962055206e-5,4.999995231628e-3,4.999995231628e-3,,63,63,63,52,1,0,-1,-1,-1,53,0.000000000000e0,0.000000000000e0
222,77a19d3c4e280b51,0,3750,105,13,105,13,-0.02000000,-0.02000000,105,13,-0.01000000,-0.02000000,1.205205917358e-4,1.185387372971e-4,1.981854438782e-6,-1.981854438782e-6,-1.009181141853e-4,-9.912252426147e-5,-1.795589923859e-6,-9.893625974655e-5,-9.714066982269e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
223,77a19d3c4e280b51,1,3750,105,13,105,13,-0.02000000,-0.02000000,105,13,-0.00500000,-0.02000000,1.205205917358e-4,1.148283481598e-4,5.692243576050e-6,-5.692243576050e-6,-1.541674137115e-4,-1.572072505951e-4,3.039836883545e-6,-1.484751701355e-4,-1.515150070190e-4,1.499998569489e-2,1.499998569489e-2,1.499998569489e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
224,77a19d3c4e280b51,0,3800,16,79,16,79,0.02000000,-0.02000000,16,79,0.01000000,-0.01000000,3.655478358269e-4,3.600269556046e-4,5.520880222321e-6,-5.520880222321e-6,1.876875758171e-4,5.246698856354e-4,-3.369823098183e-4,1.932084560394e-4,5.301907658577e-4,1.414214354008e-2,1.414214354008e-2,1.414214354008e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
225,77a19d3c4e280b51,1,3800,16,79,16,79,0.02000000,-0.02000000,16,79,0.02000000,-0.01000000,3.655478358269e-4,3.599375486374e-4,5.610287189484e-6,-5.610287189484e-6,-4.686415195465e-5,6.197392940521e-5,-1.088380813599e-4,-4.125386476517e-5,6.758421659470e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
226,77a19d3c4e280b51,0,3850,38,34,38,34,0.02000000,-0.02000000,38,34,0.01000000,-0.02000000,1.337528228760e-4,1.424551010132e-4,8.702278137207e-6,8.702278137207e-6,-3.492832183838e-5,-3.208220005035e-5,-2.846121788025e-6,-4.363059997559e-5,-4.078447818756e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
227,77a19d3c4e280b51,1,3850,38,34,38,34,0.02000000,-0.02000000,38,34,0.00500000,-0.02000000,1.337528228760e-4,1.457929611206e-4,1.204013824463e-5,1.204013824463e-5,-5.370378494263e-5,-4.044920206070e-5,-1.325458288193e-5,-6.574392318726e-5,-5.248934030533e-5,1.499998569489e-2,1.499998569489e-2,1.499998569489e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
228,77a19d3c4e280b51,0,3950,43,106,43,106,0.02000000,0.02000000,43,106,0.01000000,-0.02000000,-7.213652133942e-5,-7.113814353943e-5,9.983777999878e-7,9.983777999878e-7,-1.405596733093e-3,-6.662309169769e-4,-7.393658161163e-4,-1.406595110893e-3,-6.672292947769e-4,4.123101755977e-2,4.123101755977e-2,4.123101755977e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
229,77a19d3c4e280b51,1,3950,43,106,43,106,0.02000000,0.02000000,43,106,-0.00500000,-0.00500000,-7.213652133942e-5,-7.098168134689e-5,1.154839992523e-6,1.154839992523e-6,-1.591183245182e-3,-5.796998739243e-4,-1.011483371258e-3,-1.592338085175e-3,-5.808547139168e-4,3.535530716181e-2,3.535530716181e-2,3.535530716181e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
230,77a19d3c4e280b51,0,4000,110,16,110,16,0.01000000,0.02000000,110,16,0.02000000,0.02000000,1.043744385242e-3,1.045204699039e-3,1.460313796997e-6,1.460313796997e-6,-1.408159732819e-6,-2.426654100418e-5,2.285838127136e-5,-2.868473529816e-6,-2.572685480118e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
231,77a19d3c4e280b51,1,4000,110,16,110,16,0.01000000,0.02000000,110,16,0.00500000,0.02000000,1.043744385242e-3,1.040168106556e-3,3.576278686523e-6,-3.576278686523e-6,-1.922249794006e-6,-1.922249794006e-6,0.000000000000e0,1.654028892517e-6,1.654028892517e-6,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
232,77a19d3c4e280b51,0,4050,28,75,28,75,-0.01000000,-0.02000000,28,75,-0.00500000,-0.02000000,1.289248466492e-4,1.356005668640e-4,6.675720214844e-6,6.675720214844e-6,-5.684792995453e-6,7.748603820801e-7,-6.459653377533e-6,-1.236051321030e-5,-5.900859832764e-6,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
233,77a19d3c4e280b51,1,4050,28,75,28,75,-0.01000000,-0.02000000,28,75,0.00000000,-0.02000000,1.289248466492e-4,1.416802406311e-4,1.275539398193e-5,1.275539398193e-5,-1.200288534164e-5,-9.872019290924e-6,-2.130866050720e-6,-2.475827932358e-5,-2.262741327286e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
234,77a19d3c4e280b51,0,4100,74,6,74,6,-0.02000000,-0.02000000,74,6,-0.01000000,-0.00500000,2.450123429298e-4,2.342984080315e-4,1.071393489838e-5,-1.071393489838e-5,2.164468169212e-4,5.450099706650e-4,-3.285631537437e-4,2.271607518196e-4,5.557239055634e-4,1.802774518728e-2,1.802774518728e-2,1.802774518728e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
235,77a19d3c4e280b51,1,4100,74,6,74,6,-0.02000000,-0.02000000,74,6,-0.00500000,0.02000000,2.450123429298e-4,2.592429518700e-4,1.423060894012e-5,1.423060894012e-5,4.424974322319e-4,2.112232148647e-3,-1.669734716415e-3,4.282668232918e-4,2.098001539707e-3,4.271998256445e-2,4.271998256445e-2,4.271998256445e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
236,77a19d3c4e280b51,0,4150,122,58,122,58,0.02000000,0.02000000,122,58,0.02000000,0.00500000,8.697807788849e-5,8.652359247208e-5,4.544854164124e-7,-4.544854164124e-7,2.776980400085e-4,3.506168723106e-4,-7.291883230209e-5,2.781525254250e-4,3.510713577271e-4,1.499998569489e-2,1.499998569489e-2,1.499998569489e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
237,77a19d3c4e280b51,1,4150,122,58,122,58,0.02000000,0.02000000,122,58,0.02000000,0.01000000,8.697807788849e-5,9.707361459732e-5,1.009553670883e-5,1.009553670883e-5,1.968741416931e-4,1.640021800995e-4,3.287196159363e-5,1.867786049843e-4,1.539066433907e-4,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
238,77a19d3c4e280b51,0,4200,24,10,24,10,-0.01000000,0.02000000,24,10,-0.01000000,0.00500000,4.950165748596e-5,4.908442497253e-5,4.172325134277e-7,-4.172325134277e-7,-1.707300543785e-4,-1.253187656403e-4,-4.541128873825e-5,-1.703128218651e-4,-1.249015331268e-4,1.500001549721e-2,1.500001549721e-2,1.500001549721e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
239,77a19d3c4e280b51,1,4200,24,10,24,10,-0.01000000,0.02000000,24,10,-0.01000000,0.01000000,4.950165748596e-5,5.105137825012e-5,1.549720764160e-6,1.549720764160e-6,-1.123622059822e-4,-8.243322372437e-5,-2.992898225784e-5,-1.139119267464e-4,-8.398294448853e-5,1.000002026558e-2,1.000002026558e-2,1.000002026558e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
240,77a19d3c4e280b51,0,4250,0,11,0,11,-0.02000000,0.00000000,0,11,-0.00500000,0.00000000,1.145899295807e-5,2.595037221909e-5,1.449137926102e-5,1.449137926102e-5,-3.526210784912e-4,-1.363232731819e-4,-2.162978053093e-4,-3.671124577522e-4,-1.508146524429e-4,1.499998569489e-2,1.499998569489e-2,1.499998569489e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
241,77a19d3c4e280b51,1,4250,0,11,0,11,-0.02000000,0.00000000,0,11,-0.01000000,0.00000000,1.145899295807e-5,3.478676080704e-5,2.332776784897e-5,2.332776784897e-5,-2.906396985054e-4,-1.559853553772e-4,-1.346543431282e-4,-3.139674663544e-4,-1.793131232262e-4,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
242,77a19d3c4e280b51,0,4350,95,116,95,116,0.00500000,0.02000000,95,116,0.01000000,0.02000000,-4.113167524338e-4,-3.960505127907e-4,1.526623964310e-5,1.526623964310e-5,-2.756714820862e-6,-2.503395080566e-6,-2.533197402954e-7,-1.802295446396e-5,-1.776963472366e-5,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
243,77a19d3c4e280b51,1,4350,95,116,95,116,0.00500000,0.02000000,95,116,0.00000000,0.02000000,-4.113167524338e-4,-4.280358552933e-4,1.671910285950e-5,-1.671910285950e-5,2.339482307434e-6,2.466142177582e-6,-1.266598701477e-7,1.905858516693e-5,1.918524503708e-5,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
244,77a19d3c4e280b51,0,4400,23,42,23,42,0.02000000,0.01000000,23,42,0.00000000,-0.01000000,1.668184995651e-5,1.935660839081e-5,2.674758434296e-6,2.674758434296e-6,-2.141818404198e-4,1.401528716087e-4,-3.543347120285e-4,-2.168565988541e-4,1.374781131744e-4,2.828426659107e-2,2.828426659107e-2,2.828426659107e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
245,77a19d3c4e280b51,1,4400,23,42,23,42,0.02000000,0.01000000,23,42,0.00000000,-0.00500000,1.668184995651e-5,1.097470521927e-5,5.707144737244e-6,-5.707144737244e-6,-2.116560935974e-4,2.603605389595e-4,-4.720166325569e-4,-2.059489488602e-4,2.660676836967e-4,2.500000037253e-2,2.500000037253e-2,2.500000037253e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
246,77a19d3c4e280b51,0,4450,42,0,42,0,-0.02000000,-0.02000000,42,0,-0.01000000,-0.02000000,7.899701595306e-4,7.452592253685e-4,4.471093416214e-5,-4.471093416214e-5,1.718848943710e-5,1.528859138489e-5,1.899898052216e-6,6.189942359924e-5,5.999952554703e-5,1.000002026558e-2,1.000002026558e-2,1.000002026558e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
247,77a19d3c4e280b51,0,4500,115,27,115,27,0.01000000,0.02000000,115,27,-0.02000000,0.00000000,2.928078174591e-5,2.171844244003e-5,7.562339305878e-6,-7.562339305878e-6,-4.670619964600e-4,3.389120101929e-4,-8.059740066528e-4,-4.594996571541e-4,3.464743494987e-4,3.605551272631e-2,3.605551272631e-2,3.605551272631e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
248,77a19d3c4e280b51,1,4500,115,27,115,27,0.01000000,0.02000000,115,27,0.00500000,0.02000000,2.928078174591e-5,4.024803638458e-5,1.096725463867e-5,1.096725463867e-5,5.114823579788e-6,5.114823579788e-6,0.000000000000e0,-5.852431058884e-6,-5.852431058884e-6,5.000010132790e-3,5.000010132790e-3,5.000010132790e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
249,77a19d3c4e280b51,0,4550,31,88,31,88,-0.02000000,0.01000000,31,88,-0.00500000,0.00000000,-2.643465995789e-5,-2.465397119522e-5,1.780688762665e-6,1.780688762665e-6,-4.155561327934e-5,,,-4.333630204201e-5,1.303851604462e-5,1.802776381373e-2,1.802776381373e-2,,63,63,63,23,1,0,-1,-1,-1,24,0.000000000000e0,0.000000000000e0
250,77a19d3c4e280b51,1,4550,31,88,31,88,-0.02000000,0.01000000,31,88,0.00500000,-0.00500000,-2.643465995789e-5,-2.213567495346e-5,4.298985004425e-6,4.298985004425e-6,-7.169693708420e-5,,,-7.599592208862e-5,3.186240792274e-5,2.915475703776e-2,2.915475703776e-2,,63,63,63,23,1,0,-1,-1,-1,24,0.000000000000e0,0.000000000000e0
251,77a19d3c4e280b51,0,4600,81,15,81,15,0.00000000,0.02000000,81,15,0.02000000,0.02000000,2.024695277214e-5,2.024695277214e-5,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999582767e-2,1.999999582767e-2,1.999999582767e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
252,77a19d3c4e280b51,1,4600,81,15,81,15,0.00000000,0.02000000,81,15,0.01000000,0.02000000,2.024695277214e-5,2.024695277214e-5,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.000000536442e-2,1.000000536442e-2,1.000000536442e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
253,77a19d3c4e280b51,0,4650,114,82,114,82,-0.02000000,-0.02000000,114,82,-0.02000000,-0.01000000,6.066635251045e-4,6.048269569874e-4,1.836568117142e-6,-1.836568117142e-6,5.476176738739e-7,1.676380634308e-7,3.799796104431e-7,2.384185791016e-6,2.004206180573e-6,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
254,77a19d3c4e280b51,1,4650,114,82,114,82,-0.02000000,-0.02000000,114,82,-0.02000000,-0.00500000,6.066635251045e-4,6.038919091225e-4,2.771615982056e-6,-2.771615982056e-6,8.270144462585e-7,2.384185791016e-7,5.885958671570e-7,3.598630428314e-6,3.010034561157e-6,1.500000059605e-2,1.500000059605e-2,1.500000059605e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
255,77a19d3c4e280b51,0,4700,27,23,27,23,-0.01000000,0.02000000,27,23,-0.02000000,0.00500000,2.369731664658e-4,2.448260784149e-4,7.852911949158e-6,7.852911949158e-6,3.541111946106e-4,6.807930767536e-4,-3.266818821430e-4,3.462582826614e-4,6.729401648045e-4,1.802773959935e-2,1.802773959935e-2,1.802773959935e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
256,77a19d3c4e280b51,1,4700,27,23,27,23,-0.01000000,0.02000000,27,23,-0.02000000,0.01000000,2.369731664658e-4,2.459250390530e-4,8.951872587204e-6,8.951872587204e-6,4.785098135471e-4,5.544126033783e-4,-7.590278983116e-5,4.695579409599e-4,5.454607307911e-4,1.414212211967e-2,1.414212211967e-2,1.414212211967e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
257,77a19d3c4e280b51,0,4750,79,71,79,71,0.02000000,0.01000000,79,71,0.02000000,0.00500000,1.496374607086e-4,1.357607543468e-4,1.387670636177e-5,-1.387670636177e-5,-1.545995473862e-6,4.608184099197e-6,-6.154179573059e-6,1.233071088791e-5,1.848489046097e-5,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
258,77a19d3c4e280b51,1,4750,79,71,79,71,0.02000000,0.01000000,79,71,0.02000000,0.02000000,1.496374607086e-4,1.747459173203e-4,2.510845661163e-5,2.510845661163e-5,8.568167686462e-8,-3.460794687271e-6,3.546476364136e-6,-2.502277493477e-5,-2.856925129890e-5,1.000000536442e-2,1.000000536442e-2,1.000000536442e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
259,1111222233334444,0,50,84,14,84,14,0.00000000,-0.02000000,84,14,0.01000000,-0.02000000,3.285408020020e-4,3.285408020020e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
260,1111222233334444,1,50,84,14,84,14,0.00000000,-0.02000000,84,14,0.02000000,-0.02000000,3.285408020020e-4,3.285408020020e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,2.000001072884e-2,2.000001072884e-2,2.000001072884e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
261,1111222233334444,0,300,100,6,100,6,-0.02000000,0.01000000,100,6,-0.02000000,0.00500000,4.153251647949e-4,4.062056541443e-4,9.119510650635e-6,-9.119510650635e-6,-7.212162017822e-6,-7.212162017822e-6,0.000000000000e0,1.907348632812e-6,1.907348632812e-6,5.000010132790e-3,5.000010132790e-3,5.000010132790e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
262,1111222233334444,1,300,100,6,100,6,-0.02000000,0.01000000,100,6,-0.02000000,0.02000000,4.153251647949e-4,4.307627677917e-4,1.543760299683e-5,1.543760299683e-5,1.454353332520e-5,1.454353332520e-5,0.000000000000e0,-8.940696716309e-7,-8.940696716309e-7,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
263,1111222233334444,0,400,49,11,49,11,0.00000000,0.02000000,49,11,0.00500000,0.02000000,8.500814437866e-4,8.500814437866e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
264,1111222233334444,1,400,49,11,49,11,0.00000000,0.02000000,49,11,0.02000000,0.02000000,8.500814437866e-4,8.500814437866e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999582767e-2,1.999999582767e-2,1.999999582767e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
265,1111222233334444,0,500,11,3,11,3,0.02000000,0.00000000,11,3,0.02000000,0.02000000,9.841322898865e-4,9.841322898865e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999582767e-2,1.999999582767e-2,1.999999582767e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
266,1111222233334444,1,500,11,3,11,3,0.02000000,0.00000000,11,3,0.02000000,-0.00500000,9.841322898865e-4,9.841322898865e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
267,1111222233334444,0,650,63,5,63,5,-0.01000000,0.02000000,63,5,0.00000000,-0.01000000,-3.212690353394e-5,-3.236532211304e-5,2.384185791016e-7,-2.384185791016e-7,-5.381703376770e-4,-5.388259887695e-5,-4.842877388000e-4,-5.379319190979e-4,-5.364418029785e-5,3.162274509668e-2,3.162274509668e-2,3.162274509668e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
268,1111222233334444,1,650,63,5,63,5,-0.01000000,0.02000000,63,5,-0.00500000,-0.01000000,-3.212690353394e-5,-2.819299697876e-5,3.933906555176e-6,3.933906555176e-6,-4.982948303223e-4,-5.251169204712e-5,-4.457831382751e-4,-5.022287368774e-4,-5.644559860229e-5,3.041378408670e-2,3.041378408670e-2,3.041378408670e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
269,1111222233334444,0,750,41,104,41,104,0.00000000,-0.02000000,41,104,0.00500000,-0.02000000,5.356073379517e-4,5.356073379517e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,5.000002682209e-3,5.000002682209e-3,5.000002682209e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
270,1111222233334444,1,750,41,104,41,104,0.00000000,-0.02000000,41,104,0.02000000,-0.02000000,5.356073379517e-4,5.356073379517e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999582767e-2,1.999999582767e-2,1.999999582767e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
271,1111222233334444,0,800,104,18,104,18,-0.02000000,0.01000000,104,18,-0.01000000,-0.01000000,3.452301025391e-4,3.119707107544e-4,3.325939178467e-5,-3.325939178467e-5,-1.229047775269e-3,-5.601644515991e-4,-6.688833236694e-4,-1.195788383484e-3,-5.269050598145e-4,2.236065827310e-2,2.236065827310e-2,2.236065827310e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
272,1111222233334444,1,800,104,18,104,18,-0.02000000,0.01000000,104,18,-0.01000000,-0.00500000,3.452301025391e-4,2.998709678650e-4,4.535913467407e-5,-4.535913467407e-5,-8.441209793091e-4,-4.627704620361e-4,-3.813505172729e-4,-7.987618446350e-4,-4.174113273621e-4,1.802773959935e-2,1.802773959935e-2,1.802773959935e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
273,1111222233334444,0,850,7,92,7,92,-0.02000000,0.02000000,7,92,-0.02000000,0.00500000,6.093978881836e-4,6.079077720642e-4,1.490116119385e-6,-1.490116119385e-6,-1.162886619568e-4,-4.863739013672e-5,-6.765127182007e-5,-1.147985458374e-4,-4.714727401733e-5,1.499998569489e-2,1.499998569489e-2,1.499998569489e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
274,1111222233334444,1,850,7,92,7,92,-0.02000000,0.02000000,7,92,-0.02000000,0.01000000,6.093978881836e-4,6.222128868103e-4,1.281499862671e-5,1.281499862671e-5,-6.616115570068e-5,3.015995025635e-5,-9.632110595703e-5,-7.897615432739e-5,1.734495162964e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
275,1111222233334444,0,900,65,11,65,11,0.00000000,0.02000000,65,11,0.02000000,0.02000000,1.241326332092e-3,1.241326332092e-3,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999582767e-2,1.999999582767e-2,1.999999582767e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
276,1111222233334444,1,900,65,11,65,11,0.00000000,0.02000000,65,11,-0.00500000,0.02000000,1.241326332092e-3,1.241326332092e-3,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
277,1111222233334444,0,1100,4,103,4,103,0.02000000,0.00000000,4,103,0.02000000,0.02000000,5.593895912170e-4,5.593895912170e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999955297e-2,1.999999955297e-2,1.999999955297e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
278,1111222233334444,1,1100,4,103,4,103,0.02000000,0.00000000,4,103,0.02000000,-0.01000000,5.593895912170e-4,5.593895912170e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.000000163913e-2,1.000000163913e-2,1.000000163913e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
279,1111222233334444,0,1150,54,30,54,30,0.00000000,-0.02000000,54,30,-0.02000000,-0.02000000,1.375675201416e-4,1.375675201416e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999582767e-2,1.999999582767e-2,1.999999582767e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
280,1111222233334444,1,1150,54,30,54,30,0.00000000,-0.02000000,54,30,0.02000000,-0.02000000,1.375675201416e-4,1.375675201416e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999582767e-2,1.999999582767e-2,1.999999582767e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
