role,seed,step,action_split,block,left_parameter,right_parameter,left_rank,right_rank,left_delta,right_delta,exact_train_utility
evaluation,5e8f13a2c64970bd,2400,development,29,91,33,0,1,0.00000000,-0.01000000,4.541377347778e-5
evaluation,5e8f13a2c64970bd,2400,development,29,91,33,1,0,-0.02000000,-0.02000000,9.062824392458e-5
evaluation,5e8f13a2c64970bd,2400,development,30,92,32,0,1,0.02000000,0.01000000,3.189376366208e-5
evaluation,5e8f13a2c64970bd,2400,development,30,92,32,1,0,0.01000000,0.02000000,3.533794952091e-4
evaluation,5e8f13a2c64970bd,2400,development,31,93,31,0,1,-0.02000000,0.01000000,-3.010286018252e-4
evaluation,5e8f13a2c64970bd,2400,development,31,93,31,1,0,-0.01000000,0.02000000,-5.427366122603e-4
evaluation,5e8f13a2c64970bd,2400,development,32,94,30,0,1,-0.02000000,-0.01000000,-4.142172110733e-4
evaluation,5e8f13a2c64970bd,2400,development,32,94,30,1,0,-0.01000000,-0.02000000,-2.759933995549e-4
evaluation,5e8f13a2c64970bd,2400,development,33,95,29,0,0,0.00000000,0.02000000,-2.516247332096e-5
evaluation,5e8f13a2c64970bd,2400,development,33,95,29,1,1,-0.02000000,0.01000000,-1.194452215714e-5
evaluation,5e8f13a2c64970bd,2400,development,34,96,28,0,1,-0.02000000,0.01000000,2.885734138545e-4
evaluation,5e8f13a2c64970bd,2400,development,34,96,28,1,0,-0.01000000,0.02000000,2.236611471744e-4
evaluation,5e8f13a2c64970bd,2400,development,35,97,27,0,0,-0.02000000,0.02000000,-2.796736953314e-4
evaluation,5e8f13a2c64970bd,2400,development,35,97,27,1,1,-0.01000000,0.01000000,-1.248574553756e-4
evaluation,5e8f13a2c64970bd,2400,development,36,98,26,0,0,-0.02000000,0.02000000,-4.423384962138e-4
evaluation,5e8f13a2c64970bd,2400,development,36,98,26,1,1,-0.01000000,0.01000000,-2.182256430387e-4
evaluation,5e8f13a2c64970bd,2400,development,37,99,25,0,1,0.00000000,0.01000000,3.058959919144e-5
evaluation,5e8f13a2c64970bd,2400,development,37,99,25,1,0,-0.02000000,0.02000000,6.111897528172e-5
evaluation,5e8f13a2c64970bd,2400,development,38,100,24,0,1,-0.01000000,-0.02000000,2.047624439001e-4
evaluation,5e8f13a2c64970bd,2400,development,38,100,24,1,0,-0.00500000,-0.01000000,1.062117516994e-4
evaluation,5e8f13a2c64970bd,2400,development,39,101,23,0,0,-0.02000000,-0.02000000,-5.071330815554e-4
evaluation,5e8f13a2c64970bd,2400,development,39,101,23,1,1,-0.01000000,-0.01000000,-3.134955841233e-5
evaluation,5e8f13a2c64970bd,2400,development,40,102,22,0,0,-0.02000000,-0.02000000,-1.168679445982e-3
evaluation,5e8f13a2c64970bd,2400,development,40,102,22,1,1,-0.01000000,-0.01000000,-5.063517019153e-4
evaluation,5e8f13a2c64970bd,2400,development,41,103,21,0,1,0.00000000,0.01000000,-7.326236809604e-4
evaluation,5e8f13a2c64970bd,2400,development,41,103,21,1,0,-0.02000000,0.02000000,-1.592372893356e-3
evaluation,5e8f13a2c64970bd,2400,development,42,104,20,0,0,-0.02000000,0.02000000,-1.833705900935e-4
evaluation,5e8f13a2c64970bd,2400,development,42,104,20,1,1,-0.01000000,0.01000000,-7.437510794261e-5
evaluation,5e8f13a2c64970bd,2400,development,43,105,19,0,0,0.02000000,0.02000000,3.018009883817e-4
evaluation,5e8f13a2c64970bd,2400,development,43,105,19,1,1,0.01000000,0.01000000,1.630360929994e-4
evaluation,5e8f13a2c64970bd,2400,development,44,106,18,0,0,0.02000000,-0.02000000,-1.196932978928e-3
evaluation,5e8f13a2c64970bd,2400,development,44,106,18,1,1,0.01000000,-0.01000000,-5.960815469734e-4
evaluation,5e8f13a2c64970bd,2400,development,45,107,17,0,1,0.00000000,0.01000000,9.476704144618e-5
evaluation,5e8f13a2c64970bd,2400,development,45,107,17,1,0,-0.02000000,0.02000000,1.353959814878e-4
evaluation,5e8f13a2c64970bd,2400,development,46,108,16,0,1,-0.02000000,0.01000000,-1.642281189561e-3
evaluation,5e8f13a2c64970bd,2400,development,46,108,16,1,0,-0.01000000,0.02000000,-3.217325778678e-3
evaluation,5e8f13a2c64970bd,2400,development,47,109,15,0,0,-0.02000000,0.02000000,2.962999744341e-3
evaluation,5e8f13a2c64970bd,2400,development,47,109,15,1,1,-0.01000000,0.01000000,1.565855927765e-3
evaluation,5e8f13a2c64970bd,2400,development,48,110,14,0,0,-0.02000000,-0.02000000,1.489260816015e-3
evaluation,5e8f13a2c64970bd,2400,development,48,110,14,1,1,-0.01000000,-0.01000000,8.719423785806e-4
evaluation,5e8f13a2c64970bd,2400,development,49,111,13,0,0,0.00000000,-0.02000000,-7.227653259179e-5
evaluation,5e8f13a2c64970bd,2400,development,49,111,13,1,1,-0.02000000,-0.01000000,-6.741844117641e-6
evaluation,5e8f13a2c64970bd,2400,development,50,112,12,0,0,0.02000000,0.02000000,-6.842821021564e-4
evaluation,5e8f13a2c64970bd,2400,development,50,112,12,1,1,0.01000000,0.01000000,-3.057615831494e-4
evaluation,5e8f13a2c64970bd,2400,development,51,113,11,0,1,-0.02000000,0.01000000,3.238894569222e-4
evaluation,5e8f13a2c64970bd,2400,development,51,113,11,1,0,-0.01000000,0.02000000,-4.135975614190e-4
evaluation,5e8f13a2c64970bd,2400,development,52,114,10,0,1,0.02000000,-0.01000000,-2.635174023453e-4
evaluation,5e8f13a2c64970bd,2400,development,52,114,10,1,0,0.01000000,-0.02000000,-5.737279425375e-4
evaluation,5e8f13a2c64970bd,2400,development,53,115,9,0,1,0.00000000,-0.01000000,2.481853589416e-4
evaluation,5e8f13a2c64970bd,2400,development,53,115,9,1,0,-0.02000000,-0.02000000,4.807204531971e-4
evaluation,5e8f13a2c64970bd,2400,development,54,116,8,0,1,0.02000000,0.01000000,3.656844201032e-4
evaluation,5e8f13a2c64970bd,2400,development,54,116,8,1,0,0.01000000,0.02000000,3.850376233459e-4
evaluation,5e8f13a2c64970bd,2400,development,55,117,7,0,1,0.02000000,-0.01000000,1.388390810462e-4
evaluation,5e8f13a2c64970bd,2400,development,55,117,7,1,0,0.01000000,-0.02000000,2.465142461006e-4
evaluation,5e8f13a2c64970bd,2400,development,56,118,6,0,0,0.02000000,0.02000000,1.104924231186e-4
evaluation,5e8f13a2c64970bd,2400,development,56,118,6,1,1,0.01000000,0.01000000,6.284347182373e-5
evaluation,5e8f13a2c64970bd,2400,development,57,119,5,0,1,0.00000000,-0.01000000,-6.044007022865e-4
evaluation,5e8f13a2c64970bd,2400,development,57,119,5,1,0,-0.02000000,-0.02000000,-1.221970305778e-3
evaluation,5e8f13a2c64970bd,2400,development,58,120,4,0,0,-0.02000000,0.02000000,-1.184571883641e-3
evaluation,5e8f13a2c64970bd,2400,development,58,120,4,1,1,-0.01000000,0.01000000,-5.752714350820e-4
evaluation,5e8f13a2c64970bd,2400,development,59,121,3,0,0,-0.02000000,-0.02000000,4.053777083755e-4
evaluation,5e8f13a2c64970bd,2400,development,59,121,3,1,1,-0.01000000,-0.01000000,2.274938597111e-4
evaluation,5e8f13a2c64970bd,2400,development,60,122,2,0,0,0.02000000,0.02000000,2.846994029824e-4
evaluation,5e8f13a2c64970bd,2400,development,60,122,2,1,1,0.01000000,0.01000000,1.612911000848e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,1,63,61,0,0,0.02000000,0.02000000,-1.418592757545e-3
evaluation,5e8f13a2c64970bd,2400,evaluation,1,63,61,1,1,0.01000000,0.01000000,-5.929833278060e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,2,64,60,0,0,-0.02000000,0.02000000,3.341327828821e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,2,64,60,1,1,-0.01000000,0.01000000,1.770279632183e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,3,65,59,0,0,-0.02000000,0.02000000,3.004577010870e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,3,65,59,1,1,-0.01000000,0.01000000,1.622593699722e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,4,66,58,0,0,-0.02000000,0.02000000,-8.624419569969e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,4,66,58,1,1,-0.01000000,0.01000000,-4.291450604796e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,5,67,57,0,0,-0.02000000,0.02000000,1.552427856950e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,5,67,57,1,1,-0.01000000,0.01000000,7.791569078108e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,6,68,56,0,1,-0.02000000,-0.01000000,4.545785486698e-6
evaluation,5e8f13a2c64970bd,2400,evaluation,6,68,56,1,0,-0.01000000,-0.02000000,-4.980154335499e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,7,69,55,0,0,-0.02000000,0.00000000,-9.662781849329e-6
evaluation,5e8f13a2c64970bd,2400,evaluation,7,69,55,1,1,-0.01000000,-0.02000000,-4.827976226807e-6
evaluation,5e8f13a2c64970bd,2400,evaluation,8,70,54,0,0,-0.02000000,0.00000000,1.728876122797e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,8,70,54,1,1,-0.01000000,-0.02000000,8.976708159025e-6
evaluation,5e8f13a2c64970bd,2400,evaluation,9,71,53,0,0,-0.02000000,0.00000000,-1.414082944393e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,9,71,53,1,1,-0.01000000,-0.02000000,-7.046386599541e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,10,72,52,0,0,-0.02000000,0.00000000,-3.144424408674e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,10,72,52,1,1,-0.01000000,-0.02000000,-1.089243869501e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,11,73,51,0,1,-0.02000000,-0.02000000,5.937243622611e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,11,73,51,1,0,-0.01000000,0.00000000,2.972843685711e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,12,74,50,0,0,-0.02000000,0.00000000,-4.366170614958e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,12,74,50,1,1,-0.01000000,-0.02000000,-2.178146241931e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,13,75,49,0,1,-0.02000000,-0.02000000,3.933627158403e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,13,75,49,1,0,-0.01000000,0.00000000,2.088552901114e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,14,76,48,0,0,-0.02000000,0.00000000,6.415694952011e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,14,76,48,1,1,-0.01000000,-0.02000000,3.309516978334e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,15,77,47,0,1,-0.02000000,-0.01000000,-1.401491463184e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,15,77,47,1,0,-0.01000000,-0.02000000,-2.141057775589e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,16,78,46,0,0,0.00500000,0.00000000,-5.155181042937e-6
evaluation,5e8f13a2c64970bd,2400,evaluation,16,78,46,1,1,0.01000000,-0.02000000,2.865493297577e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,17,79,45,0,1,-0.02000000,0.01000000,-7.289576460607e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,17,79,45,1,0,-0.01000000,0.02000000,-3.305754216854e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,18,80,44,0,0,0.00000000,-0.02000000,4.722674566437e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,18,80,44,1,1,-0.02000000,-0.01000000,2.369284629822e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,19,81,43,0,1,0.00000000,-0.01000000,1.923150011862e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,19,81,43,1,0,-0.02000000,-0.02000000,3.827021646430e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,20,82,42,0,0,0.00000000,0.02000000,7.233675569296e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,20,82,42,1,1,-0.02000000,0.01000000,3.619336712291e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,21,83,41,0,0,0.00000000,-0.02000000,2.049095928669e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,21,83,41,1,1,-0.02000000,-0.01000000,1.024951507134e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,22,84,40,0,0,0.00000000,0.02000000,1.687028816377e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,22,84,40,1,1,-0.02000000,0.01000000,8.960875675257e-6
evaluation,5e8f13a2c64970bd,2400,evaluation,23,85,39,0,0,0.00000000,0.02000000,3.996478917543e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,23,85,39,1,1,-0.02000000,0.01000000,2.610596420709e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,24,86,38,0,1,0.00000000,0.01000000,2.907331509050e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,24,86,38,1,0,-0.02000000,0.02000000,5.756446043961e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,25,87,37,0,1,0.00000000,0.01000000,9.986882650992e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,25,87,37,1,0,-0.02000000,0.02000000,1.909149141284e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,26,88,36,0,0,0.02000000,-0.02000000,5.883040648769e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,26,88,36,1,1,0.01000000,-0.01000000,7.133465260267e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,27,89,35,0,1,-0.02000000,-0.01000000,3.327118974994e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,27,89,35,1,0,-0.01000000,-0.02000000,1.297232956858e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,28,90,34,0,1,-0.02000000,-0.01000000,-1.011403874145e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,28,90,34,1,0,-0.01000000,-0.02000000,-1.129424199462e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,29,91,33,0,0,0.00000000,-0.02000000,9.062824392458e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,29,91,33,1,1,-0.02000000,-0.01000000,4.541377347778e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,30,92,32,0,0,0.02000000,0.02000000,2.278254105477e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,30,92,32,1,1,0.01000000,0.01000000,1.828791573644e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,31,93,31,0,0,-0.02000000,0.02000000,-5.848615546711e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,31,93,31,1,1,-0.01000000,0.01000000,-2.606644702610e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,32,94,30,0,0,-0.02000000,-0.02000000,-4.611512122210e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,32,94,30,1,1,-0.01000000,-0.01000000,-2.213111147285e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,33,95,29,0,1,0.00000000,0.01000000,-1.194452215714e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,33,95,29,1,0,-0.02000000,0.02000000,-2.516247332096e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,34,96,28,0,0,-0.02000000,0.02000000,3.402096626814e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,34,96,28,1,1,-0.01000000,0.01000000,1.716908736853e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,35,97,27,0,1,-0.02000000,0.01000000,-3.166148962919e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,35,97,27,1,0,-0.01000000,0.02000000,-8.591326331953e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,36,98,26,0,1,-0.02000000,0.01000000,-2.859793603420e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,36,98,26,1,0,-0.01000000,0.02000000,-3.744723799173e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,37,99,25,0,0,0.00000000,0.02000000,6.111897528172e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,37,99,25,1,1,-0.02000000,0.01000000,3.058959919144e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,38,100,24,0,0,-0.01000000,-0.01000000,2.158842980862e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,38,100,24,1,1,-0.00500000,-0.02000000,9.413560474059e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,39,101,23,0,1,-0.02000000,-0.01000000,-8.468640589854e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,39,101,23,1,0,-0.01000000,-0.02000000,-4.473117587622e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,40,102,22,0,1,-0.02000000,-0.01000000,-7.914872840047e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,40,102,22,1,0,-0.01000000,-0.02000000,-8.753488655202e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,41,103,21,0,0,0.00000000,0.02000000,-1.592372893356e-3
evaluation,5e8f13a2c64970bd,2400,evaluation,41,103,21,1,1,-0.02000000,0.01000000,-7.326236809604e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,42,104,20,0,1,-0.02000000,0.01000000,-1.292188389925e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,42,104,20,1,0,-0.01000000,0.02000000,-1.239894627361e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,43,105,19,0,1,0.02000000,0.01000000,3.018416464329e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,43,105,19,1,0,0.01000000,0.02000000,1.536362542538e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,44,106,18,0,1,0.02000000,-0.01000000,-6.555104628205e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,44,106,18,1,0,0.01000000,-0.02000000,-1.137065351941e-3
evaluation,5e8f13a2c64970bd,2400,evaluation,45,107,17,0,0,0.00000000,0.02000000,1.353959814878e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,45,107,17,1,1,-0.02000000,0.01000000,9.476704144618e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,46,108,16,0,0,-0.02000000,0.02000000,-3.393846331164e-3
evaluation,5e8f13a2c64970bd,2400,evaluation,46,108,16,1,1,-0.01000000,0.01000000,-1.496985903941e-3
evaluation,5e8f13a2c64970bd,2400,evaluation,47,109,15,0,1,-0.02000000,0.01000000,1.614582142793e-3
evaluation,5e8f13a2c64970bd,2400,evaluation,47,109,15,1,0,-0.01000000,0.02000000,2.916211960837e-3
evaluation,5e8f13a2c64970bd,2400,evaluation,48,110,14,0,1,-0.02000000,-0.01000000,1.050145947374e-3
evaluation,5e8f13a2c64970bd,2400,evaluation,48,110,14,1,0,-0.01000000,-0.02000000,1.316292793490e-3
evaluation,5e8f13a2c64970bd,2400,evaluation,49,111,13,0,1,0.00000000,-0.01000000,-6.741844117641e-6
evaluation,5e8f13a2c64970bd,2400,evaluation,49,111,13,1,0,-0.02000000,-0.02000000,-7.227653259179e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,50,112,12,0,1,0.02000000,0.01000000,-2.397857606411e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,50,112,12,1,0,0.01000000,0.02000000,-7.476639002562e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,51,113,11,0,0,-0.02000000,0.02000000,-8.517907554051e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,51,113,11,1,1,-0.01000000,0.01000000,2.719151552810e-6
evaluation,5e8f13a2c64970bd,2400,evaluation,52,114,10,0,0,0.02000000,-0.02000000,-5.814069882035e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,52,114,10,1,1,0.01000000,-0.01000000,-2.550343051553e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,53,115,9,0,0,0.00000000,-0.02000000,4.807204531971e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,53,115,9,1,1,-0.02000000,-0.01000000,2.481853589416e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,54,116,8,0,0,0.02000000,0.02000000,4.745653423015e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,54,116,8,1,1,0.01000000,0.01000000,2.667199296411e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,55,117,7,0,0,0.02000000,-0.02000000,2.526870521251e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,55,117,7,1,1,0.01000000,-0.01000000,1.314983965131e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,56,118,6,0,1,0.02000000,0.01000000,-1.162073294836e-5
evaluation,5e8f13a2c64970bd,2400,evaluation,56,118,6,1,0,0.01000000,0.02000000,1.873563305708e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,57,119,5,0,0,0.00000000,-0.02000000,-1.221970305778e-3
evaluation,5e8f13a2c64970bd,2400,evaluation,57,119,5,1,1,-0.02000000,-0.01000000,-6.044007022865e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,58,120,4,0,1,-0.02000000,0.01000000,-7.046479731798e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,58,120,4,1,0,-0.01000000,0.02000000,-1.051069586538e-3
evaluation,5e8f13a2c64970bd,2400,evaluation,59,121,3,0,1,-0.02000000,-0.01000000,3.193247539457e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,59,121,3,1,0,-0.01000000,-0.02000000,3.125350922346e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,60,122,2,0,1,0.02000000,0.01000000,1.544635742903e-4
evaluation,5e8f13a2c64970bd,2400,evaluation,60,122,2,1,0,0.01000000,0.02000000,2.927122113761e-4
evaluation,5e8f13a2c64970bd,4200,development,1,18,16,0,1,0.01000000,0.01000000,8.036165381782e-4
evaluation,5e8f13a2c64970bd,4200,development,1,18,16,1,0,0.00500000,0.02000000,2.488043857738e-3
evaluation,5e8f13a2c64970bd,4200,development,2,19,15,0,0,-0.02000000,0.02000000,-3.008684841916e-3
evaluation,5e8f13a2c64970bd,4200,development,2,19,15,1,1,-0.01000000,0.01000000,-1.392608857714e-3
evaluation,5e8f13a2c64970bd,4200,development,3,20,14,0,1,-0.02000000,-0.01000000,6.010473589413e-4
evaluation,5e8f13a2c64970bd,4200,development,3,20,14,1,0,-0.01000000,-0.02000000,2.962318249047e-3
evaluation,5e8f13a2c64970bd,4200,development,4,21,13,0,0,0.02000000,-0.01000000,1.800392405130e-3
evaluation,5e8f13a2c64970bd,4200,development,4,21,13,1,1,0.01000000,-0.00500000,9.363275021315e-4
evaluation,5e8f13a2c64970bd,4200,development,5,22,12,0,1,0.02000000,0.01000000,1.076900749467e-3
evaluation,5e8f13a2c64970bd,4200,development,5,22,12,1,0,0.01000000,0.02000000,2.962267026305e-4
evaluation,5e8f13a2c64970bd,4200,development,6,23,11,0,1,0.02000000,0.01000000,-5.734914448112e-3
evaluation,5e8f13a2c64970bd,4200,development,6,23,11,1,0,0.01000000,0.02000000,-1.574398949742e-3
evaluation,5e8f13a2c64970bd,4200,development,7,24,10,0,0,0.02000000,0.02000000,1.794072450139e-3
evaluation,5e8f13a2c64970bd,4200,development,7,24,10,1,1,0.01000000,0.01000000,9.245431865565e-4
evaluation,5e8f13a2c64970bd,4200,development,8,25,9,0,0,0.02000000,-0.00500000,1.146178692579e-5
evaluation,5e8f13a2c64970bd,4200,development,8,25,9,1,1,0.01000000,-0.01000000,-1.174484714284e-4
evaluation,5e8f13a2c64970bd,4200,development,9,26,8,0,0,-0.02000000,-0.02000000,-1.432229182683e-3
evaluation,5e8f13a2c64970bd,4200,development,9,26,8,1,1,-0.01000000,-0.01000000,-6.993736024015e-4
evaluation,5e8f13a2c64970bd,4200,development,10,27,7,0,0,0.02000000,0.02000000,1.233970164321e-3
evaluation,5e8f13a2c64970bd,4200,development,10,27,7,1,1,0.01000000,0.01000000,6.315692444332e-4
evaluation,5e8f13a2c64970bd,4200,development,11,28,6,0,1,0.02000000,-0.01000000,-3.179560007993e-4
evaluation,5e8f13a2c64970bd,4200,development,11,28,6,1,0,0.01000000,-0.02000000,-1.341033144854e-3
evaluation,5e8f13a2c64970bd,4200,development,12,29,5,0,0,0.02000000,0.02000000,2.427113504382e-4
evaluation,5e8f13a2c64970bd,4200,development,12,29,5,1,1,0.01000000,0.01000000,1.394748687744e-4
evaluation,5e8f13a2c64970bd,4200,development,13,30,4,0,1,-0.02000000,-0.00500000,-1.438421459170e-4
evaluation,5e8f13a2c64970bd,4200,development,13,30,4,1,0,-0.01000000,-0.01000000,-3.203017113265e-4
evaluation,5e8f13a2c64970bd,4200,development,14,31,3,0,1,0.00500000,-0.01000000,9.068790823221e-4
evaluation,5e8f13a2c64970bd,4200,development,14,31,3,1,0,0.00000000,-0.02000000,5.735959857702e-4
evaluation,5e8f13a2c64970bd,4200,development,15,32,2,0,1,0.02000000,0.01000000,-2.860318170860e-3
evaluation,5e8f13a2c64970bd,4200,development,15,32,2,1,0,0.01000000,0.02000000,-1.041668816470e-3
evaluation,5e8f13a2c64970bd,4200,development,17,34,0,0,1,-0.02000000,0.00000000,1.559437514516e-4
evaluation,5e8f13a2c64970bd,4200,development,17,34,0,1,0,-0.01000000,-0.00500000,-4.799223097507e-4
evaluation,5e8f13a2c64970bd,4200,development,18,35,122,0,0,0.02000000,-0.02000000,-2.321260748431e-3
evaluation,5e8f13a2c64970bd,4200,development,18,35,122,1,1,0.01000000,-0.01000000,-1.135082333349e-3
evaluation,5e8f13a2c64970bd,4200,development,19,36,121,0,1,0.02000000,0.01000000,-8.602577145211e-4
evaluation,5e8f13a2c64970bd,4200,development,19,36,121,1,0,0.01000000,0.02000000,-6.532669067383e-4
evaluation,5e8f13a2c64970bd,4200,development,20,37,120,0,1,0.02000000,-0.01000000,-1.676620333456e-3
evaluation,5e8f13a2c64970bd,4200,development,20,37,120,1,0,0.01000000,-0.02000000,-5.833643372171e-4
evaluation,5e8f13a2c64970bd,4200,development,21,38,119,0,0,0.02000000,0.00000000,2.824347466230e-4
evaluation,5e8f13a2c64970bd,4200,development,21,38,119,1,1,0.01000000,-0.02000000,1.466392277507e-4
evaluation,5e8f13a2c64970bd,4200,development,22,39,118,0,1,0.02000000,-0.01000000,-6.311279255897e-3
evaluation,5e8f13a2c64970bd,4200,development,22,39,118,1,0,0.01000000,-0.02000000,-3.269686130807e-3
evaluation,5e8f13a2c64970bd,4200,development,23,40,117,0,1,-0.02000000,-0.01000000,2.364255487919e-4
evaluation,5e8f13a2c64970bd,4200,development,23,40,117,1,0,-0.01000000,-0.02000000,1.052692532539e-4
evaluation,5e8f13a2c64970bd,4200,development,24,41,116,0,0,-0.02000000,-0.02000000,-1.494855969213e-3
evaluation,5e8f13a2c64970bd,4200,development,24,41,116,1,1,-0.01000000,-0.01000000,-7.334947586060e-4
evaluation,5e8f13a2c64970bd,4200,development,25,42,115,0,1,0.02000000,-0.02000000,3.111238356723e-6
evaluation,5e8f13a2c64970bd,4200,development,25,42,115,1,0,0.01000000,0.00000000,1.758337020874e-6
evaluation,5e8f13a2c64970bd,4200,development,26,43,114,0,1,0.02000000,-0.01000000,-2.225829957752e-4
evaluation,5e8f13a2c64970bd,4200,development,26,43,114,1,0,0.01000000,-0.02000000,-2.128357737092e-4
evaluation,5e8f13a2c64970bd,4200,development,27,44,113,0,1,0.02000000,-0.01000000,-5.229879170656e-4
evaluation,5e8f13a2c64970bd,4200,development,27,44,113,1,0,0.01000000,-0.02000000,-9.158595348708e-4
evaluation,5e8f13a2c64970bd,4200,development,28,45,112,0,1,-0.02000000,-0.01000000,-2.694111317396e-4
evaluation,5e8f13a2c64970bd,4200,development,28,45,112,1,0,-0.01000000,-0.02000000,-8.332033758052e-4
evaluation,5e8f13a2c64970bd,4200,development,29,46,111,0,0,-0.02000000,0.00000000,1.175515353680e-5
evaluation,5e8f13a2c64970bd,4200,development,29,46,111,1,1,-0.01000000,-0.02000000,5.881612651137e-6
