role,seed,step,action_split,block,left_parameter,right_parameter,left_rank,right_rank,left_delta,right_delta,utility_alpha_0_5,utility_alpha_1,utility_alpha_2
evaluation,6e1903d4a7c285bf,4200,evaluation,76,0,19,1,1,-0.01000000,0.01000000,6.806105375290e-6,-2.278635838593e-5,-1.916550099850e-4
evaluation,6e1903d4a7c285bf,4200,evaluation,77,1,18,0,0,-0.02000000,0.02000000,-4.265345633030e-4,-1.109567820095e-3,-3.667575540021e-3
evaluation,6e1903d4a7c285bf,4200,evaluation,77,1,18,1,1,-0.01000000,0.01000000,-1.800271420507e-4,-4.265345633030e-4,-1.109567820095e-3
evaluation,6e1903d4a7c285bf,4200,evaluation,78,2,17,0,0,0.02000000,0.02000000,3.749305906240e-4,4.947570268996e-4,-7.514407479903e-5
evaluation,6e1903d4a7c285bf,4200,evaluation,78,2,17,1,1,0.01000000,0.01000000,2.198343427153e-4,3.749305906240e-4,4.947570268996e-4
evaluation,6e1903d4a7c285bf,4200,evaluation,79,3,16,0,0,-0.02000000,0.01000000,-2.835492196027e-4,-6.727750296704e-4,-1.791237504221e-3
evaluation,6e1903d4a7c285bf,4200,evaluation,79,3,16,1,1,-0.01000000,0.00500000,-1.274819223909e-4,-2.835492196027e-4,-6.727750296704e-4
evaluation,6e1903d4a7c285bf,4200,evaluation,80,4,15,0,1,-0.02000000,-0.01000000,-2.205185592175e-4,-5.513888900168e-4,-1.536838710308e-3
evaluation,6e1903d4a7c285bf,4200,evaluation,80,4,15,1,0,-0.01000000,-0.00500000,-9.697923815111e-5,-2.205185592175e-4,-5.513888900168e-4
evaluation,6e1903d4a7c285bf,4200,evaluation,81,5,14,0,1,0.02000000,0.01000000,-1.351696701022e-4,-3.585504891817e-4,-1.075137406588e-3
evaluation,6e1903d4a7c285bf,4200,evaluation,81,5,14,1,0,0.01000000,0.02000000,-2.528975346650e-5,-7.607539737364e-5,-2.427150757285e-4
evaluation,6e1903d4a7c285bf,4200,evaluation,82,6,13,0,0,-0.02000000,-0.02000000,4.888810217381e-4,7.567939464934e-4,6.246231496334e-4
evaluation,6e1903d4a7c285bf,4200,evaluation,82,6,13,1,1,-0.01000000,-0.01000000,2.721101045609e-4,4.888810217381e-4,7.567939464934e-4
evaluation,6e1903d4a7c285bf,4200,evaluation,83,7,12,0,1,0.02000000,0.01000000,3.248614666518e-4,5.526480381377e-4,6.850957870483e-4
evaluation,6e1903d4a7c285bf,4200,evaluation,83,7,12,1,0,0.01000000,0.02000000,1.624040305614e-4,3.006321785506e-4,5.051803891547e-4
evaluation,6e1903d4a7c285bf,4200,evaluation,84,8,11,0,0,0.01000000,0.02000000,-1.666819116508e-5,-3.374119478394e-5,-6.981442129472e-5
evaluation,6e1903d4a7c285bf,4200,evaluation,84,8,11,1,1,0.02000000,0.01000000,-3.044803861485e-6,-5.928178779868e-6,-1.360227633995e-5
evaluation,6e1903d4a7c285bf,4200,evaluation,85,9,10,0,0,0.02000000,0.02000000,4.467864982871e-6,-6.891787052155e-7,-1.432746648788e-5
evaluation,6e1903d4a7c285bf,4200,evaluation,85,9,10,1,1,0.01000000,0.01000000,2.716978315220e-6,4.467864982871e-6,-6.891787052155e-7
evaluation,d5a841f07c3692eb,600,development,1,87,85,0,1,0.00000000,-0.02000000,0.000000000000e0,0.000000000000e0,0.000000000000e0
evaluation,d5a841f07c3692eb,600,development,1,87,85,1,0,-0.02000000,0.00000000,0.000000000000e0,0.000000000000e0,0.000000000000e0
evaluation,d5a841f07c3692eb,600,development,2,88,84,0,0,0.02000000,0.00000000,9.073317050934e-5,1.804089843063e-4,3.567114472389e-4
evaluation,d5a841f07c3692eb,600,development,2,88,84,1,1,0.01000000,-0.02000000,4.549262303044e-5,9.073317050934e-5,1.804089843063e-4
evaluation,d5a841f07c3692eb,600,development,3,89,83,0,0,-0.02000000,0.00000000,-9.291712194681e-5,-1.878126786323e-4,-3.835965471808e-4
evaluation,d5a841f07c3692eb,600,development,3,89,83,1,1,-0.01000000,-0.02000000,-4.620384424925e-5,-9.291712194681e-5,-1.878126786323e-4
evaluation,d5a841f07c3692eb,600,development,4,90,82,0,0,-0.02000000,0.00000000,6.725235289196e-5,1.331415696768e-4,2.608587965369e-4
evaluation,d5a841f07c3692eb,600,development,4,90,82,1,1,-0.01000000,-0.02000000,3.379800546099e-5,6.725235289196e-5,1.331415696768e-4
evaluation,d5a841f07c3692eb,600,development,5,91,81,0,0,0.02000000,0.00000000,1.877484282886e-5,3.737459701370e-5,7.761269807816e-5
evaluation,d5a841f07c3692eb,600,development,5,91,81,1,1,0.01000000,-0.02000000,9.408220648766e-6,1.877484282886e-5,3.737459701370e-5
evaluation,d5a841f07c3692eb,600,development,6,92,80,0,1,-0.02000000,-0.02000000,-4.704234379460e-5,-9.465031325817e-5,-1.915606408147e-4
evaluation,d5a841f07c3692eb,600,development,6,92,80,1,0,-0.01000000,0.00000000,-2.345008215343e-5,-4.704234379460e-5,-9.465031325817e-5
evaluation,d5a841f07c3692eb,600,development,7,93,79,0,0,0.02000000,0.02000000,1.394618302584e-4,2.482322452124e-4,3.940990718547e-4
evaluation,d5a841f07c3692eb,600,development,7,93,79,1,1,0.01000000,0.01000000,7.283128798008e-5,1.394618302584e-4,2.482322452124e-4
evaluation,d5a841f07c3692eb,600,development,8,94,78,0,1,0.02000000,0.01000000,1.332101692242e-5,-3.384798765182e-5,-2.038242964773e-4
evaluation,d5a841f07c3692eb,600,development,8,94,78,1,0,0.01000000,0.02000000,7.745499715384e-6,-1.822349986469e-5,-1.582590193721e-4
evaluation,d5a841f07c3692eb,600,development,9,95,77,0,1,-0.02000000,-0.02000000,5.881736797164e-5,1.168592498288e-4,1.944794057636e-4
evaluation,d5a841f07c3692eb,600,development,9,95,77,1,0,-0.01000000,0.00000000,2.951174974442e-5,5.881736797164e-5,1.168592498288e-4
evaluation,d5a841f07c3692eb,600,development,10,96,76,0,0,-0.02000000,0.00000000,1.088293865905e-4,2.152317465516e-4,4.143230617046e-4
evaluation,d5a841f07c3692eb,600,development,10,96,76,1,1,-0.01000000,-0.02000000,5.398380380939e-5,1.073616222129e-4,2.122813166352e-4
evaluation,d5a841f07c3692eb,600,development,11,97,75,0,0,0.02000000,0.02000000,1.011667773128e-4,1.812493428588e-4,2.709341642912e-4
evaluation,d5a841f07c3692eb,600,development,11,97,75,1,1,0.01000000,0.01000000,5.140372741153e-5,1.011667773128e-4,1.812493428588e-4
evaluation,d5a841f07c3692eb,600,development,12,98,74,0,1,0.02000000,-0.02000000,4.066796973348e-4,8.046925067902e-4,1.577279879712e-3
evaluation,d5a841f07c3692eb,600,development,12,98,74,1,0,0.01000000,0.00000000,1.939147041412e-4,3.855274990201e-4,7.619162206538e-4
evaluation,d5a841f07c3692eb,600,development,13,99,73,0,0,-0.02000000,0.00000000,2.497186360415e-4,4.855711013079e-4,8.800408686511e-4
evaluation,d5a841f07c3692eb,600,development,13,99,73,1,1,-0.01000000,-0.02000000,1.278625131818e-4,2.471196057741e-4,4.815353604499e-4
evaluation,d5a841f07c3692eb,600,development,14,100,72,0,0,0.02000000,0.00000000,-5.450720436784e-6,-1.222267746925e-5,-2.975637653435e-5
evaluation,d5a841f07c3692eb,600,development,14,100,72,1,1,0.01000000,-0.02000000,-4.064291715622e-6,-8.455787792627e-6,-1.823157072067e-5
evaluation,d5a841f07c3692eb,600,development,15,101,71,0,0,0.02000000,-0.02000000,5.286528539727e-5,8.992137009045e-5,1.084630712285e-4
evaluation,d5a841f07c3692eb,600,development,15,101,71,1,1,0.01000000,-0.01000000,2.948163637484e-5,5.286528539727e-5,8.992137009045e-5
evaluation,d5a841f07c3692eb,600,development,16,102,70,0,0,0.02000000,0.02000000,-4.082328450750e-5,-1.035568639054e-4,-3.050652740058e-4
evaluation,d5a841f07c3692eb,600,development,16,102,70,1,1,0.01000000,0.01000000,-1.856343260442e-5,-4.082328450750e-5,-1.035568639054e-4
evaluation,d5a841f07c3692eb,600,development,17,103,69,0,0,0.02000000,-0.01000000,5.574806709774e-4,1.099689863622e-3,2.143468474969e-3
evaluation,d5a841f07c3692eb,600,development,17,103,69,1,1,0.01000000,-0.00500000,2.819843066391e-4,5.574806709774e-4,1.099689863622e-3
evaluation,d5a841f07c3692eb,600,development,18,104,68,0,1,0.00000000,-0.01000000,2.633407711983e-5,5.483813583851e-5,1.242725847987e-4
evaluation,d5a841f07c3692eb,600,development,18,104,68,1,0,-0.02000000,-0.02000000,5.398628491093e-5,1.225862652063e-4,2.407779247733e-4
evaluation,d5a841f07c3692eb,600,development,19,105,67,0,0,0.00000000,0.02000000,1.818872988224e-4,3.559322503861e-4,7.010356639512e-4
evaluation,d5a841f07c3692eb,600,development,19,105,67,1,1,-0.02000000,0.01000000,9.367553138873e-5,1.818872988224e-4,3.559322503861e-4
evaluation,d5a841f07c3692eb,600,development,20,106,66,0,1,0.00000000,0.01000000,1.956988126040e-5,3.647959601949e-5,6.146201485535e-5
evaluation,d5a841f07c3692eb,600,development,20,106,66,1,0,-0.02000000,0.02000000,3.805539381574e-5,6.496874993900e-5,8.067333692452e-5
evaluation,d5a841f07c3692eb,600,development,21,107,65,0,1,0.00000000,0.01000000,7.953463500598e-5,1.567046419950e-4,3.073727712035e-4
evaluation,d5a841f07c3692eb,600,development,21,107,65,1,0,-0.02000000,0.02000000,1.622758136364e-4,3.115208819509e-4,5.553305963986e-4
evaluation,d5a841f07c3692eb,600,development,22,108,64,0,0,0.00000000,-0.02000000,-4.081676524947e-5,-8.350672578672e-5,-1.980215311050e-4
evaluation,d5a841f07c3692eb,600,development,22,108,64,1,1,-0.02000000,-0.01000000,-2.281429806317e-5,-4.620601612260e-5,-9.427530312678e-5
evaluation,d5a841f07c3692eb,600,development,23,109,63,0,1,0.00000000,-0.01000000,6.002063400956e-6,6.920968644408e-6,2.012898448811e-6
evaluation,d5a841f07c3692eb,600,development,23,109,63,1,0,-0.02000000,-0.02000000,6.920968644408e-6,2.012898448811e-6,-5.238006633590e-5
evaluation,d5a841f07c3692eb,600,development,24,110,62,0,0,0.00000000,0.02000000,-1.087225973606e-5,-3.742488843272e-5,-1.332443207502e-4
evaluation,d5a841f07c3692eb,600,development,24,110,62,1,1,-0.02000000,0.01000000,1.719718238746e-5,3.365240991116e-5,4.407577216625e-5
evaluation,d5a841f07c3692eb,600,development,25,111,61,0,0,0.00000000,0.02000000,1.048420836014e-5,-5.288298052619e-5,-3.136104496662e-4
evaluation,d5a841f07c3692eb,600,development,25,111,61,1,1,-0.02000000,0.01000000,-3.987799209426e-5,-8.530604100088e-5,-2.437687217025e-4
evaluation,d5a841f07c3692eb,600,development,26,112,60,0,1,0.00000000,-0.01000000,1.202685161843e-4,2.372109593125e-4,4.554899933282e-4
evaluation,d5a841f07c3692eb,600,development,26,112,60,1,0,-0.02000000,-0.02000000,2.372109593125e-4,4.554899933282e-4,8.477214723825e-4
evaluation,d5a841f07c3692eb,600,development,27,113,59,0,1,0.00000000,-0.01000000,1.066991462721e-4,2.105372695951e-4,4.095931944903e-4
evaluation,d5a841f07c3692eb,600,development,27,113,59,1,0,-0.02000000,-0.02000000,2.105372695951e-4,4.095931944903e-4,6.073762779124e-4
evaluation,d5a841f07c3692eb,600,development,28,114,58,0,1,0.00000000,0.01000000,1.136145219789e-4,2.244164497824e-4,4.375502467155e-4
evaluation,d5a841f07c3692eb,600,development,28,114,58,1,0,-0.02000000,0.02000000,2.244164497824e-4,4.375502467155e-4,8.454329217784e-4
evaluation,d5a841f07c3692eb,600,development,29,115,57,0,1,0.00000000,-0.01000000,-1.167251393781e-4,-2.392834721832e-4,-5.070635234006e-4
evaluation,d5a841f07c3692eb,600,development,29,115,57,1,0,-0.02000000,-0.02000000,-2.392834721832e-4,-5.070635234006e-4,-1.138847903349e-3
evaluation,d5a841f07c3692eb,600,development,30,116,56,0,0,0.00000000,0.02000000,5.330250714906e-4,1.059386879206e-3,2.092085080221e-3
evaluation,d5a841f07c3692eb,600,development,30,116,56,1,1,-0.02000000,0.01000000,2.673522976693e-4,5.330250714906e-4,1.059386879206e-3
evaluation,d5a841f07c3692eb,600,development,31,117,55,0,0,0.00000000,-0.02000000,1.452490687370e-5,2.755348941719e-5,4.907821494271e-5
evaluation,d5a841f07c3692eb,600,development,31,117,55,1,1,-0.02000000,-0.01000000,7.458031177521e-6,1.452490687370e-5,2.755348941719e-5
evaluation,d5a841f07c3692eb,600,development,32,118,54,0,0,0.00000000,0.02000000,1.704910100671e-4,3.310882893857e-4,6.323326379061e-4
evaluation,d5a841f07c3692eb,600,development,32,118,54,1,1,-0.02000000,0.01000000,8.547803008696e-5,1.704910100671e-4,3.310882893857e-4
evaluation,d5a841f07c3692eb,600,development,33,119,53,0,1,0.00000000,0.01000000,-9.424611926079e-5,-1.889007835416e-4,-3.806017339230e-4
evaluation,d5a841f07c3692eb,600,development,33,119,53,1,0,-0.02000000,0.02000000,-1.889007835416e-4,-3.806017339230e-4,-7.783795590512e-4
evaluation,d5a841f07c3692eb,600,development,34,120,52,0,1,0.02000000,-0.01000000,1.661082060309e-4,3.164842200931e-4,5.974965170026e-4
evaluation,d5a841f07c3692eb,600,development,34,120,52,1,0,0.01000000,-0.02000000,1.872104330687e-4,3.675933403429e-4,6.891113589518e-4
evaluation,d5a841f07c3692eb,600,development,35,121,51,0,0,-0.02000000,-0.02000000,-6.034908074071e-5,-1.273391098948e-4,-2.726142702159e-4
evaluation,d5a841f07c3692eb,600,development,35,121,51,1,1,-0.01000000,-0.01000000,-2.775962093438e-5,-6.034908074071e-5,-1.273391098948e-4
evaluation,d5a841f07c3692eb,600,development,36,122,50,0,0,-0.02000000,-0.02000000,5.999176573823e-5,1.135570928454e-4,2.046056761174e-4
evaluation,d5a841f07c3692eb,600,development,36,122,50,1,1,-0.01000000,-0.01000000,3.237121927668e-5,5.999176573823e-5,1.135570928454e-4
evaluation,d5a841f07c3692eb,600,development,37,123,49,0,1,0.02000000,-0.01000000,5.601253360510e-5,1.114342958317e-4,2.188722864958e-4
evaluation,d5a841f07c3692eb,600,development,37,123,49,1,0,0.01000000,-0.02000000,9.441282600164e-5,1.872892753454e-4,3.659802896436e-4
evaluation,d5a841f07c3692eb,600,development,38,124,48,0,0,-0.02000000,-0.02000000,-1.214661915583e-5,-2.611273339426e-5,-6.175134330988e-5
evaluation,d5a841f07c3692eb,600,development,38,124,48,1,1,-0.01000000,-0.01000000,-5.850879006175e-6,-1.214661915583e-5,-2.611273339426e-5
evaluation,d5a841f07c3692eb,600,development,39,125,47,0,1,0.02000000,-0.01000000,8.708238601685e-5,1.812484115362e-4,3.607173857745e-4
evaluation,d5a841f07c3692eb,600,development,39,125,47,1,0,0.01000000,-0.02000000,2.755007335509e-5,5.509238690138e-5,8.435702329734e-5
evaluation,d5a841f07c3692eb,600,development,40,126,46,0,1,0.02000000,-0.01000000,-7.605180144310e-6,-1.829428038036e-5,-4.045789319207e-5
evaluation,d5a841f07c3692eb,600,development,40,126,46,1,0,0.01000000,-0.02000000,-3.490721064736e-5,-8.092137431959e-5,-1.756716519594e-4
evaluation,d5a841f07c3692eb,600,development,41,127,45,0,1,0.02000000,-0.01000000,1.064687967300e-5,-9.275972843170e-6,-4.949669164489e-5
evaluation,d5a841f07c3692eb,600,development,41,127,45,1,0,0.01000000,-0.02000000,9.167318239633e-6,1.216369400936e-5,-1.879843512143e-5
evaluation,d5a841f07c3692eb,600,development,42,128,44,0,0,0.02000000,0.02000000,-1.097380518331e-4,-2.210373058915e-4,-4.613501951098e-4
evaluation,d5a841f07c3692eb,600,development,42,128,44,1,1,0.01000000,0.01000000,-5.467670780490e-5,-1.097380518331e-4,-2.210373058915e-4
evaluation,d5a841f07c3692eb,600,development,43,129,43,0,0,0.02000000,0.02000000,1.589587627677e-4,2.959078701679e-4,4.977695643902e-4
evaluation,d5a841f07c3692eb,600,development,43,129,43,1,1,0.01000000,0.01000000,8.406987035414e-5,1.589587627677e-4,2.959078701679e-4
evaluation,d5a841f07c3692eb,600,development,44,130,42,0,0,0.02000000,-0.02000000,8.759461343288e-5,1.663876028033e-4,3.014461544808e-4
evaluation,d5a841f07c3692eb,600,development,44,130,42,1,1,0.01000000,-0.01000000,4.591544347932e-5,8.759461343288e-5,1.663876028033e-4
evaluation,d5a841f07c3692eb,600,development,45,131,41,0,1,-0.02000000,0.01000000,9.409493213752e-5,1.829412503866e-4,3.447312337812e-4
evaluation,d5a841f07c3692eb,600,development,45,131,41,1,0,-0.01000000,0.02000000,1.564308331581e-4,2.920140104834e-4,5.167961935513e-4
evaluation,d5a841f07c3692eb,600,development,46,132,40,0,1,0.02000000,0.01000000,-7.605800789179e-8,-3.929249942303e-6,-1.968971082533e-5
evaluation,d5a841f07c3692eb,600,development,46,132,40,1,0,0.01000000,0.02000000,-1.304006855207e-5,-3.781635314226e-5,-1.338400616078e-4
evaluation,d5a841f07c3692eb,600,development,47,133,39,0,1,0.02000000,-0.01000000,-9.468446364735e-7,4.154940597800e-6,2.291984856129e-5
evaluation,d5a841f07c3692eb,600,development,47,133,39,1,0,0.01000000,-0.02000000,2.070454320346e-5,5.633321779897e-5,7.338076829910e-5
evaluation,d5a841f07c3692eb,600,development,48,134,38,0,0,-0.02000000,-0.02000000,-4.067302870681e-5,-9.962388867280e-5,-2.319430932403e-4
evaluation,d5a841f07c3692eb,600,development,48,134,38,1,1,-0.01000000,-0.01000000,-1.999549567699e-5,-4.067302870681e-5,-9.962388867280e-5
evaluation,d5a841f07c3692eb,600,development,49,135,37,0,1,0.02000000,-0.01000000,9.414119267603e-5,1.877521426650e-4,3.734920173883e-4
evaluation,d5a841f07c3692eb,600,development,49,135,37,1,0,0.01000000,-0.02000000,9.533514821669e-5,1.891168503789e-4,3.872265515383e-4
evaluation,d5a841f07c3692eb,600,development,50,136,36,0,0,0.02000000,0.02000000,-4.754339533974e-5,-1.320224255323e-4,-3.582394274417e-4
evaluation,d5a841f07c3692eb,600,development,50,136,36,1,1,0.01000000,0.01000000,-2.343518099224e-5,-4.754339533974e-5,-1.320224255323e-4
evaluation,d5a841f07c3692eb,600,development,51,137,35,0,0,0.00000000,0.02000000,1.092143356800e-4,2.160047442885e-4,4.113893955946e-4
evaluation,d5a841f07c3692eb,600,development,51,137,35,1,1,-0.02000000,0.01000000,5.490829425980e-5,1.092143356800e-4,2.160047442885e-4
evaluation,d5a841f07c3692eb,600,development,52,138,34,0,1,-0.02000000,-0.01000000,-5.707858872483e-5,-1.239804551005e-4,-2.905158326030e-4
evaluation,d5a841f07c3692eb,600,development,52,138,34,1,0,-0.01000000,-0.02000000,3.038067370653e-5,6.849846249679e-5,1.347297802567e-4
evaluation,d5a841f07c3692eb,600,development,53,139,33,0,0,0.02000000,0.02000000,-2.407686224615e-5,-6.632754957536e-5,-3.347260353621e-4
evaluation,d5a841f07c3692eb,600,development,53,139,33,1,1,0.01000000,0.01000000,-7.354033641604e-6,-2.407686224615e-5,-6.632754957536e-5
evaluation,d5a841f07c3692eb,600,development,54,140,32,0,0,0.00000000,0.02000000,-9.349547326565e-5,-1.897762267618e-4,-4.730808141176e-4
evaluation,d5a841f07c3692eb,600,development,54,140,32,1,1,-0.02000000,0.01000000,-6.263082468649e-5,-1.257279218407e-4,-3.039309231099e-4
evaluation,d5a841f07c3692eb,600,development,55,141,31,0,1,0.00000000,-0.01000000,-2.182833850384e-5,-4.397208613227e-5,-8.924243593356e-5
evaluation,d5a841f07c3692eb,600,development,55,141,31,1,0,-0.02000000,-0.02000000,-4.397208613227e-5,-8.924243593356e-5,-1.787419168977e-4
evaluation,d5a841f07c3692eb,600,development,56,142,30,0,1,0.02000000,-0.01000000,1.978296786547e-4,3.775829973165e-4,6.731431931257e-4
evaluation,d5a841f07c3692eb,600,development,56,142,30,1,0,0.01000000,-0.02000000,2.025521098403e-4,4.057530313730e-4,7.930218125694e-4
evaluation,d5a841f07c3692eb,600,development,57,143,29,0,0,0.02000000,0.02000000,1.179457976832e-4,2.277605235577e-4,4.435585287865e-4
evaluation,d5a841f07c3692eb,600,development,57,143,29,1,1,0.01000000,0.01000000,6.257867062232e-5,1.179457976832e-4,2.277605235577e-4
evaluation,d5a841f07c3692eb,600,development,58,144,28,0,0,-0.02000000,0.00500000,2.450247666275e-5,4.894596713712e-5,9.475959086558e-5
evaluation,d5a841f07c3692eb,600,development,58,144,28,1,1,-0.01000000,0.01000000,9.645087266108e-5,1.897861511679e-4,3.719348460436e-4
evaluation,d5a841f07c3692eb,600,development,59,145,27,0,0,0.00000000,0.02000000,5.221863466431e-5,1.036127432599e-4,2.034033386735e-4
evaluation,d5a841f07c3692eb,600,development,59,145,27,1,1,-0.02000000,0.01000000,2.621114253998e-5,5.221863466431e-5,1.036127432599e-4
evaluation,d5a841f07c3692eb,600,development,60,146,26,0,0,-0.02000000,0.02000000,1.485440880060e-4,2.955719828606e-4,5.978929693811e-4
evaluation,d5a841f07c3692eb,600,development,60,146,26,1,1,-0.01000000,0.01000000,7.446917152265e-5,1.485440880060e-4,2.955719828606e-4
evaluation,d5a841f07c3692eb,600,development,61,147,25,0,1,0.02000000,0.01000000,5.052161286585e-4,1.000955700874e-3,1.964138122275e-3
evaluation,d5a841f07c3692eb,600,development,61,147,25,1,0,0.01000000,0.02000000,1.794475392671e-4,3.552340494934e-4,6.957712466829e-4
evaluation,d5a841f07c3692eb,600,development,62,148,24,0,1,0.00000000,0.01000000,-2.828116157616e-5,-5.673554915120e-5,-1.140857712016e-4
evaluation,d5a841f07c3692eb,600,development,62,148,24,1,0,-0.02000000,0.02000000,-9.472481906414e-5,-1.911042927532e-4,-3.871967492159e-4
evaluation,d5a841f07c3692eb,600,development,63,149,23,0,1,0.00000000,0.01000000,5.107962715556e-5,9.613763540983e-5,1.292604283663e-4
evaluation,d5a841f07c3692eb,600,development,63,149,23,1,0,-0.02000000,0.02000000,9.613763540983e-5,1.292604283663e-4,1.302842720179e-4
evaluation,d5a841f07c3692eb,600,development,64,150,22,0,1,-0.02000000,0.01000000,2.990396169480e-4,5.959067493677e-4,1.183092594147e-3
evaluation,d5a841f07c3692eb,600,development,64,150,22,1,0,-0.01000000,0.02000000,3.928753139917e-4,7.770390366204e-4,1.475817873143e-3
evaluation,d5a841f07c3692eb,600,development,65,151,21,0,0,0.02000000,0.02000000,-5.536992102861e-5,-1.250787900062e-4,-3.370518388692e-4
evaluation,d5a841f07c3692eb,600,development,65,151,21,1,1,0.01000000,0.01000000,-2.698879688978e-5,-5.536992102861e-5,-1.250787900062e-4
evaluation,d5a841f07c3692eb,600,development,66,152,20,0,1,0.02000000,-0.01000000,-2.132138797606e-5,-4.588346928358e-5,-1.068900673999e-4
evaluation,d5a841f07c3692eb,600,development,66,152,20,1,0,0.01000000,-0.02000000,-1.981885543501e-5,-5.478567254613e-5,-1.841066405177e-4
evaluation,d5a841f07c3692eb,600,development,67,153,19,0,0,0.00000000,-0.02000000,1.807864755392e-4,3.030598163605e-4,4.584568960126e-4
evaluation,d5a841f07c3692eb,600,development,67,153,19,1,1,-0.02000000,-0.01000000,9.177873289445e-5,1.807864755392e-4,3.030598163605e-4
evaluation,d5a841f07c3692eb,600,development,68,154,18,0,1,-0.02000000,-0.01000000,-3.868248313665e-5,-1.178684979095e-4,-2.993267553393e-4
evaluation,d5a841f07c3692eb,600,development,68,154,18,1,0,-0.01000000,-0.02000000,1.176726073027e-5,-2.863164991140e-5,-1.355946733383e-4
evaluation,d5a841f07c3692eb,600,development,69,155,17,0,0,-0.02000000,-0.02000000,5.241194739938e-4,1.033040694892e-3,2.012662822381e-3
evaluation,d5a841f07c3692eb,600,development,69,155,17,1,1,-0.01000000,-0.01000000,2.643891202752e-4,5.241194739938e-4,1.033040694892e-3
evaluation,d5a841f07c3692eb,600,development,70,156,16,0,0,0.00000000,-0.02000000,3.517633304000e-4,6.557563319802e-4,1.217225566506e-3
evaluation,d5a841f07c3692eb,600,development,70,156,16,1,1,-0.02000000,-0.01000000,2.008648589253e-4,3.984685463365e-4,7.487395778298e-4
evaluation,d5a841f07c3692eb,600,development,71,157,15,0,1,0.00000000,-0.01000000,1.517124474049e-5,2.889645656978e-5,5.283330756356e-5
evaluation,d5a841f07c3692eb,600,development,71,157,15,1,0,-0.02000000,-0.02000000,2.889645656978e-5,5.283330756356e-5,9.074745321414e-5
evaluation,d5a841f07c3692eb,600,development,72,158,14,0,1,-0.02000000,0.01000000,1.989615520870e-5,3.861822187901e-5,7.052408909658e-5
evaluation,d5a841f07c3692eb,600,development,72,158,14,1,0,-0.01000000,0.02000000,8.357129991055e-5,1.631571649341e-4,2.923496067524e-4
evaluation,d5a841f07c3692eb,600,development,73,159,13,0,1,-0.02000000,0.01000000,-2.788379788399e-6,-9.624908670958e-6,-3.788309913944e-5
evaluation,d5a841f07c3692eb,600,development,73,159,13,1,0,-0.01000000,0.02000000,-6.436680905608e-6,-1.690039971436e-5,2.267894706165e-5
evaluation,d5a841f07c3692eb,600,development,74,160,12,0,0,-0.02000000,-0.02000000,7.836768781999e-5,1.530423760414e-4,2.927901223302e-4
evaluation,d5a841f07c3692eb,600,development,74,160,12,1,1,-0.01000000,-0.01000000,3.931919854949e-5,7.836768781999e-5,1.530423760414e-4
evaluation,d5a841f07c3692eb,600,development,75,161,11,0,0,0.00000000,-0.02000000,-6.234521424631e-5,-1.371179969283e-4,-3.075345011894e-4
evaluation,d5a841f07c3692eb,600,development,75,161,11,1,1,-0.02000000,-0.01000000,-2.956576645374e-5,-6.234521424631e-5,-1.371179969283e-4
evaluation,d5a841f07c3692eb,600,development,76,162,10,0,0,0.02000000,0.02000000,9.472668170929e-5,1.797849981813e-4,3.427105548326e-4
evaluation,d5a841f07c3692eb,600,development,76,162,10,1,1,0.01000000,0.01000000,4.851073026657e-5,9.472668170929e-5,1.797849981813e-4
evaluation,d5a841f07c3692eb,600,development,77,163,9,0,0,-0.02000000,-0.02000000,3.545181825757e-4,6.878304411657e-4,1.312840380706e-3
evaluation,d5a841f07c3692eb,600,development,77,163,9,1,1,-0.01000000,-0.01000000,1.779108570190e-4,3.545181825757e-4,6.878304411657e-4
evaluation,d5a841f07c3692eb,600,development,78,164,8,0,1,0.00000000,-0.01000000,1.030818839354e-5,2.037888953055e-5,3.982055932283e-5
evaluation,d5a841f07c3692eb,600,development,78,164,8,1,0,-0.02000000,-0.02000000,3.436238694121e-5,6.770187610528e-5,1.089433208108e-4
evaluation,d5a841f07c3692eb,600,development,79,165,7,0,1,0.00000000,0.01000000,1.499491463619e-5,2.587772905827e-5,3.280614691903e-5
evaluation,d5a841f07c3692eb,600,development,79,165,7,1,0,-0.02000000,0.02000000,2.587772905827e-5,3.280614691903e-5,-1.041839482241e-6
evaluation,d5a841f07c3692eb,600,development,80,166,6,0,0,0.02000000,-0.02000000,1.875677407952e-4,3.534313291311e-4,5.969398771413e-4
evaluation,d5a841f07c3692eb,600,development,80,166,6,1,1,0.01000000,-0.01000000,9.430261707166e-5,1.875677407952e-4,3.534313291311e-4
evaluation,d5a841f07c3692eb,600,development,81,167,5,0,1,-0.02000000,-0.01000000,1.361096947221e-4,2.816549094860e-4,5.684246425517e-4
evaluation,d5a841f07c3692eb,600,development,81,167,5,1,0,-0.01000000,-0.02000000,1.336280256510e-4,2.895463258028e-4,5.778006161563e-4
evaluation,d5a841f07c3692eb,600,development,82,168,4,0,0,0.02000000,0.02000000,-1.536027266411e-4,-3.375038504601e-4,-8.054909412749e-4
evaluation,d5a841f07c3692eb,600,development,82,168,4,1,1,0.01000000,0.01000000,-7.387033110717e-5,-1.536027266411e-4,-3.375038504601e-4
evaluation,d5a841f07c3692eb,600,development,83,169,3,0,1,-0.02000000,0.01000000,-1.164190471172e-4,-2.525156887714e-4,-5.689256940968e-4
